SecurityLogID,Timestamp,ScreeningResult,TicketID
SE26447,2025-11-20 23:41:48.670617,Flagged,TI26447
SE26448,2025-11-20 22:41:48.670617,Clear,TI26448
SE26449,2025-11-21 00:41:48.670617,Clear,TI26449
SE26450,2025-11-21 00:41:48.670617,Clear,TI26450
SE26451,2025-11-21 00:41:48.670617,Clear,TI26451
SE26452,2025-11-20 23:41:48.670617,Clear,TI26452
SE26453,2025-11-21 00:41:48.670617,Clear,TI26453
SE26454,2025-11-21 00:41:48.670617,Clear,TI26454
SE26455,2025-11-21 00:41:48.670617,Clear,TI26455
SE26456,2025-11-20 22:41:48.670617,Clear,TI26456
SE26457,2025-11-20 23:41:48.670617,Clear,TI26457
SE26458,2025-11-21 00:41:48.670617,Clear,TI26458
SE26459,2025-11-20 23:41:48.670617,Clear,TI26459
SE26460,2025-11-20 22:41:48.670617,Flagged,TI26460
SE26461,2025-11-20 23:41:48.670617,Clear,TI26461
SE26462,2025-11-21 00:41:48.670617,Clear,TI26462
SE26463,2025-11-20 22:41:48.670617,Clear,TI26463
SE26464,2025-11-20 23:41:48.670617,Clear,TI26464
SE26465,2025-11-20 22:41:48.670617,Clear,TI26465
SE26466,2025-11-20 22:41:48.670617,Clear,TI26466
SE26467,2025-11-20 22:41:48.670617,Clear,TI26467
SE26468,2025-11-20 22:41:48.670617,Clear,TI26468
SE26469,2025-11-21 00:41:48.670617,Clear,TI26469
SE26470,2025-11-20 22:41:48.670617,Clear,TI26470
SE26471,2025-11-20 22:41:48.670617,Clear,TI26471
SE26472,2025-11-20 22:41:48.670617,Clear,TI26472
SE26473,2025-11-20 22:41:48.670617,Flagged,TI26473
SE26474,2025-11-20 22:41:48.670617,Clear,TI26474
SE26475,2025-11-20 23:41:48.670617,Clear,TI26475
SE26476,2025-11-20 23:41:48.670617,Clear,TI26476
SE26477,2025-11-20 23:41:48.670617,Clear,TI26477
SE26478,2025-11-20 23:41:48.670617,Clear,TI26478
SE26479,2025-11-20 23:41:48.670617,Clear,TI26479
SE26480,2025-11-20 22:41:48.670617,Clear,TI26480
SE26481,2025-11-20 23:41:48.670617,Clear,TI26481
SE26482,2025-11-21 00:41:48.670617,Flagged,TI26482
SE26483,2025-11-20 23:41:48.670617,Clear,TI26483
SE26484,2025-11-21 00:41:48.670617,Clear,TI26484
SE26485,2025-11-20 22:41:48.670617,Clear,TI26485
SE26486,2025-11-21 00:41:48.670617,Flagged,TI26486
SE26487,2025-11-20 22:41:48.670617,Clear,TI26487
SE26488,2025-11-21 00:41:48.670617,Clear,TI26488
SE26489,2025-11-20 23:41:48.670617,Clear,TI26489
SE26490,2025-11-21 00:41:48.670617,Clear,TI26490
SE26491,2025-11-21 00:41:48.670617,Clear,TI26491
SE26492,2025-11-21 00:41:48.670617,Clear,TI26492
SE26493,2025-11-21 00:41:48.670617,Clear,TI26493
SE26494,2025-11-20 22:41:48.670617,Clear,TI26494
SE26495,2025-11-20 23:41:48.670617,Clear,TI26495
SE26496,2025-11-21 00:41:48.670617,Clear,TI26496
SE26497,2025-11-20 23:41:48.670617,Clear,TI26497
SE26498,2025-11-20 23:41:48.670617,Clear,TI26498
SE26499,2025-11-20 22:41:48.670617,Clear,TI26499
SE26500,2025-11-20 23:41:48.670617,Clear,TI26500
SE26501,2025-11-20 22:41:48.670617,Flagged,TI26501
SE26502,2025-11-20 23:41:48.670617,Clear,TI26502
SE26503,2025-11-20 23:41:48.670617,Flagged,TI26503
SE26504,2025-11-20 22:41:48.670617,Clear,TI26504
SE26505,2025-11-20 23:41:48.670617,Clear,TI26505
SE26506,2025-11-21 00:41:48.670617,Clear,TI26506
SE26507,2025-11-21 00:41:48.670617,Clear,TI26507
SE26508,2025-11-20 22:41:48.670617,Flagged,TI26508
SE26509,2025-11-20 22:41:48.670617,Clear,TI26509
SE26510,2025-11-20 23:41:48.670617,Clear,TI26510
SE26511,2025-11-21 00:41:48.670617,Clear,TI26511
SE26512,2025-11-20 22:41:48.670617,Clear,TI26512
SE26513,2025-11-20 22:41:48.670617,Clear,TI26513
SE26514,2025-11-20 23:41:48.670617,Clear,TI26514
SE26515,2025-11-21 00:41:48.670617,Clear,TI26515
SE26516,2025-11-20 22:41:48.670617,Clear,TI26516
SE26517,2025-11-21 00:41:48.670617,Clear,TI26517
SE26518,2025-11-20 23:41:48.670617,Clear,TI26518
SE26519,2025-11-20 22:41:48.670617,Clear,TI26519
SE26520,2025-11-20 23:41:48.670617,Clear,TI26520
SE26521,2025-11-20 23:41:48.670617,Flagged,TI26521
SE26522,2025-11-20 22:41:48.670617,Flagged,TI26522
SE26523,2025-11-21 00:41:48.670617,Clear,TI26523
SE26524,2025-11-20 22:41:48.670617,Clear,TI26524
SE26525,2025-11-21 00:41:48.670617,Clear,TI26525
SE26526,2025-11-20 23:41:48.670617,Clear,TI26526
SE26527,2025-11-20 23:41:48.670617,Clear,TI26527
SE26528,2025-11-20 22:41:48.670617,Clear,TI26528
SE26529,2025-11-20 23:41:48.670617,Flagged,TI26529
SE26530,2025-11-20 23:41:48.670617,Clear,TI26530
SE26531,2025-11-21 00:41:48.670617,Clear,TI26531
SE26532,2025-11-21 00:41:48.670617,Clear,TI26532
SE26533,2025-11-21 00:41:48.670617,Clear,TI26533
SE26534,2025-11-20 22:41:48.670617,Clear,TI26534
SE26535,2025-11-21 00:41:48.670617,Clear,TI26535
SE26536,2025-11-21 00:41:48.670617,Clear,TI26536
SE26537,2025-11-20 22:41:48.670617,Clear,TI26537
SE26538,2025-11-20 23:41:48.670617,Flagged,TI26538
SE26539,2025-11-20 23:41:48.670617,Clear,TI26539
SE26540,2025-11-21 00:41:48.670617,Clear,TI26540
SE26541,2025-11-21 00:41:48.670617,Clear,TI26541
SE26542,2025-11-20 23:41:48.670617,Flagged,TI26542
SE26543,2025-11-21 00:41:48.670617,Flagged,TI26543
SE26544,2025-11-20 22:41:48.670617,Clear,TI26544
SE26545,2025-11-21 00:41:48.670617,Clear,TI26545
SE26546,2025-11-20 22:41:48.670617,Flagged,TI26546
SE26547,2025-11-20 23:41:48.670617,Clear,TI26547
SE26548,2025-11-21 00:41:48.670617,Clear,TI26548
SE26549,2025-11-21 00:41:48.670617,Clear,TI26549
SE26550,2025-11-21 00:41:48.670617,Clear,TI26550
SE26551,2025-11-20 23:41:48.670617,Clear,TI26551
SE26552,2025-11-20 23:41:48.670617,Clear,TI26552
SE26553,2025-11-20 23:41:48.670617,Clear,TI26553
SE26554,2025-11-20 22:41:48.670617,Clear,TI26554
SE26555,2025-11-21 00:41:48.670617,Clear,TI26555
SE26556,2025-11-20 22:41:48.670617,Clear,TI26556
SE26557,2025-11-20 23:41:48.670617,Flagged,TI26557
SE26558,2025-11-21 00:41:48.670617,Clear,TI26558
SE26559,2025-11-20 23:41:48.670617,Clear,TI26559
SE26560,2025-11-21 00:41:48.670617,Clear,TI26560
SE26561,2025-11-20 23:41:48.670617,Flagged,TI26561
SE26562,2025-11-20 23:41:48.670617,Clear,TI26562
SE26563,2025-11-20 22:41:48.670617,Clear,TI26563
SE26564,2025-11-20 23:41:48.670617,Clear,TI26564
SE26565,2025-11-21 00:41:48.670617,Clear,TI26565
SE26566,2025-11-20 22:41:48.670617,Flagged,TI26566
SE26567,2025-11-20 22:41:48.670617,Flagged,TI26567
SE26568,2025-11-21 00:41:48.670617,Clear,TI26568
SE26569,2025-11-21 00:41:48.670617,Clear,TI26569
SE26570,2025-11-21 00:41:48.670617,Clear,TI26570
SE26571,2025-11-20 23:41:48.670617,Flagged,TI26571
SE26572,2025-11-20 23:41:48.670617,Clear,TI26572
SE26573,2025-11-20 23:41:48.670617,Clear,TI26573
SE26574,2025-11-20 22:41:48.670617,Clear,TI26574
SE26575,2025-11-20 22:41:48.670617,Clear,TI26575
SE26576,2025-11-20 22:41:48.670617,Clear,TI26576
SE26577,2025-11-20 22:41:48.670617,Clear,TI26577
SE26578,2025-11-20 23:41:48.670617,Clear,TI26578
SE26579,2025-11-20 23:41:48.670617,Flagged,TI26579
SE26580,2025-11-21 00:41:48.670617,Clear,TI26580
SE26581,2025-11-21 00:41:48.670617,Clear,TI26581
SE26582,2025-11-21 00:41:48.670617,Clear,TI26582
SE26583,2025-11-21 00:41:48.670617,Clear,TI26583
SE26584,2025-11-21 00:41:48.670617,Clear,TI26584
SE26585,2025-11-20 22:41:48.670617,Flagged,TI26585
SE26586,2025-11-20 22:41:48.670617,Clear,TI26586
SE26587,2025-11-20 22:41:48.670617,Clear,TI26587
SE26588,2025-11-21 00:41:48.670617,Clear,TI26588
SE26589,2025-11-20 23:41:48.670617,Clear,TI26589
SE26590,2025-11-20 22:41:48.670617,Clear,TI26590
SE26591,2025-11-21 00:41:48.670617,Clear,TI26591
SE26592,2025-11-20 23:41:48.670617,Clear,TI26592
SE26593,2025-11-20 22:41:48.670617,Clear,TI26593
SE26594,2025-11-21 00:41:48.670617,Clear,TI26594
SE26595,2025-11-21 00:41:48.670617,Clear,TI26595
SE26596,2025-11-20 23:41:48.670617,Clear,TI26596
SE26597,2025-11-21 00:41:48.670617,Clear,TI26597
SE26598,2025-11-21 00:41:48.670617,Clear,TI26598
SE26599,2025-11-20 23:41:48.670617,Clear,TI26599
SE26600,2025-11-20 22:41:48.670617,Clear,TI26600
SE26601,2025-11-20 22:41:48.670617,Clear,TI26601
SE26602,2025-11-20 23:41:48.670617,Clear,TI26602
SE26603,2025-11-20 23:41:48.670617,Clear,TI26603
SE26604,2025-11-21 00:41:48.670617,Clear,TI26604
SE26605,2025-11-20 22:41:48.670617,Clear,TI26605
SE26606,2025-11-20 23:41:48.670617,Clear,TI26606
SE26607,2025-11-21 00:41:48.670617,Clear,TI26607
SE26608,2025-11-20 23:41:48.670617,Clear,TI26608
SE26609,2025-11-20 23:41:48.670617,Clear,TI26609
SE26610,2025-11-20 22:41:48.670617,Clear,TI26610
SE26611,2025-11-20 23:41:48.670617,Clear,TI26611
SE26612,2025-11-20 23:41:48.670617,Clear,TI26612
SE26613,2025-11-21 00:41:48.670617,Flagged,TI26613
SE26614,2025-11-21 00:41:48.670617,Clear,TI26614
SE26615,2025-11-21 00:41:48.670617,Clear,TI26615
SE26616,2025-11-21 00:41:48.670617,Clear,TI26616
SE26617,2025-11-21 00:41:48.670617,Clear,TI26617
SE26618,2025-11-21 00:41:48.670617,Clear,TI26618
SE26619,2025-11-21 00:41:48.670617,Clear,TI26619
SE26620,2025-11-20 22:41:48.670617,Clear,TI26620
SE26621,2025-11-20 23:41:48.670617,Clear,TI26621
SE26622,2025-11-20 23:41:48.670617,Clear,TI26622
SE26623,2025-11-21 00:41:48.670617,Flagged,TI26623
SE26624,2025-11-20 23:41:48.670617,Clear,TI26624
SE26625,2025-11-20 22:41:48.670617,Clear,TI26625
SE26626,2025-11-21 00:41:48.670617,Clear,TI26626
SE26627,2025-11-21 00:41:48.670617,Clear,TI26627
SE26628,2025-11-21 00:49:48.670617,Clear,TI26628
SE26629,2025-11-20 22:49:48.670617,Clear,TI26629
SE26630,2025-11-21 00:49:48.670617,Clear,TI26630
SE26631,2025-11-21 00:49:48.670617,Clear,TI26631
SE26632,2025-11-20 23:49:48.670617,Clear,TI26632
SE26633,2025-11-21 00:49:48.670617,Clear,TI26633
SE26634,2025-11-20 23:49:48.670617,Clear,TI26634
SE26635,2025-11-20 23:49:48.670617,Clear,TI26635
SE26636,2025-11-20 23:49:48.670617,Clear,TI26636
SE26637,2025-11-20 22:49:48.670617,Clear,TI26637
SE26638,2025-11-21 00:49:48.670617,Clear,TI26638
SE26639,2025-11-21 00:49:48.670617,Clear,TI26639
SE26640,2025-11-21 00:49:48.670617,Clear,TI26640
SE26641,2025-11-20 22:49:48.670617,Clear,TI26641
SE26642,2025-11-20 22:49:48.670617,Clear,TI26642
SE26643,2025-11-20 22:49:48.670617,Clear,TI26643
SE26644,2025-11-21 00:49:48.670617,Clear,TI26644
SE26645,2025-11-20 22:49:48.670617,Clear,TI26645
SE26646,2025-11-21 00:49:48.670617,Clear,TI26646
SE26647,2025-11-20 22:49:48.670617,Clear,TI26647
SE26648,2025-11-20 22:49:48.670617,Clear,TI26648
SE26649,2025-11-20 22:49:48.670617,Clear,TI26649
SE26650,2025-11-20 23:49:48.670617,Clear,TI26650
SE26651,2025-11-21 00:49:48.670617,Clear,TI26651
SE26652,2025-11-20 22:49:48.670617,Flagged,TI26652
SE26653,2025-11-20 22:49:48.670617,Clear,TI26653
SE26654,2025-11-20 22:49:48.670617,Clear,TI26654
SE26655,2025-11-21 00:49:48.670617,Clear,TI26655
SE26656,2025-11-20 23:49:48.670617,Clear,TI26656
SE26657,2025-11-20 23:49:48.670617,Clear,TI26657
SE26658,2025-11-21 00:49:48.670617,Clear,TI26658
SE26659,2025-11-20 22:49:48.670617,Clear,TI26659
SE26660,2025-11-20 23:49:48.670617,Clear,TI26660
SE26661,2025-11-20 22:49:48.670617,Clear,TI26661
SE26662,2025-11-20 23:49:48.670617,Clear,TI26662
SE26663,2025-11-20 23:49:48.670617,Flagged,TI26663
SE26664,2025-11-20 23:49:48.670617,Clear,TI26664
SE26665,2025-11-20 23:49:48.670617,Clear,TI26665
SE26666,2025-11-20 23:49:48.670617,Clear,TI26666
SE26667,2025-11-20 23:49:48.670617,Clear,TI26667
SE26668,2025-11-20 22:49:48.670617,Clear,TI26668
SE26669,2025-11-20 23:49:48.670617,Clear,TI26669
SE26670,2025-11-21 00:49:48.670617,Clear,TI26670
SE26671,2025-11-20 22:49:48.670617,Clear,TI26671
SE26672,2025-11-20 23:49:48.670617,Clear,TI26672
SE26673,2025-11-20 23:49:48.670617,Confiscated,TI26673
SE26674,2025-11-20 22:49:48.670617,Clear,TI26674
SE26675,2025-11-20 22:49:48.670617,Clear,TI26675
SE26676,2025-11-20 22:49:48.670617,Clear,TI26676
SE26677,2025-11-20 22:49:48.670617,Clear,TI26677
SE26678,2025-11-20 23:49:48.670617,Clear,TI26678
SE26679,2025-11-21 00:49:48.670617,Clear,TI26679
SE26680,2025-11-20 22:49:48.670617,Clear,TI26680
SE26681,2025-11-21 00:49:48.670617,Clear,TI26681
SE26682,2025-11-20 22:49:48.670617,Clear,TI26682
SE26683,2025-11-20 23:49:48.670617,Clear,TI26683
SE26684,2025-11-20 23:49:48.670617,Clear,TI26684
SE26685,2025-11-20 23:49:48.670617,Clear,TI26685
SE26686,2025-11-20 23:49:48.670617,Clear,TI26686
SE26687,2025-11-20 23:49:48.670617,Clear,TI26687
SE26688,2025-11-20 23:49:48.670617,Clear,TI26688
SE26689,2025-11-21 00:49:48.670617,Clear,TI26689
SE26690,2025-11-21 00:49:48.670617,Clear,TI26690
SE26691,2025-11-20 23:49:48.670617,Clear,TI26691
SE26692,2025-11-20 23:49:48.670617,Clear,TI26692
SE26693,2025-11-20 23:49:48.670617,Clear,TI26693
SE26694,2025-11-20 23:49:48.670617,Clear,TI26694
SE26695,2025-11-21 00:49:48.670617,Clear,TI26695
SE26696,2025-11-20 23:49:48.670617,Flagged,TI26696
SE26697,2025-11-20 23:49:48.670617,Clear,TI26697
SE26698,2025-11-21 00:49:48.670617,Clear,TI26698
SE26699,2025-11-20 23:49:48.670617,Clear,TI26699
SE26700,2025-11-20 22:49:48.670617,Clear,TI26700
SE26701,2025-11-21 00:49:48.670617,Clear,TI26701
SE26702,2025-11-21 00:49:48.670617,Clear,TI26702
SE26703,2025-11-20 22:49:48.670617,Clear,TI26703
SE26704,2025-11-20 23:49:48.670617,Clear,TI26704
SE26705,2025-11-20 23:49:48.670617,Clear,TI26705
SE26706,2025-11-20 22:49:48.670617,Clear,TI26706
SE26707,2025-11-21 00:49:48.670617,Clear,TI26707
SE26708,2025-11-20 22:49:48.670617,Clear,TI26708
SE26709,2025-11-21 00:49:48.670617,Clear,TI26709
SE26710,2025-11-21 00:49:48.670617,Flagged,TI26710
SE26711,2025-11-21 00:49:48.670617,Clear,TI26711
SE26712,2025-11-20 22:49:48.670617,Clear,TI26712
SE26713,2025-11-20 22:49:48.670617,Clear,TI26713
SE26714,2025-11-20 23:49:48.670617,Clear,TI26714
SE26715,2025-11-20 22:49:48.670617,Clear,TI26715
SE26716,2025-11-20 23:49:48.670617,Clear,TI26716
SE26717,2025-11-20 22:49:48.670617,Clear,TI26717
SE26718,2025-11-20 23:49:48.670617,Clear,TI26718
SE26719,2025-11-20 23:49:48.670617,Clear,TI26719
SE26720,2025-11-20 23:49:48.670617,Clear,TI26720
SE26721,2025-11-20 23:49:48.670617,Flagged,TI26721
SE26722,2025-11-20 23:49:48.670617,Clear,TI26722
SE26723,2025-11-20 23:49:48.670617,Clear,TI26723
SE26724,2025-11-21 00:49:48.670617,Clear,TI26724
SE26725,2025-11-20 23:49:48.670617,Clear,TI26725
SE26726,2025-11-20 23:49:48.670617,Clear,TI26726
SE26727,2025-11-20 22:49:48.670617,Clear,TI26727
SE26728,2025-11-20 22:49:48.670617,Clear,TI26728
SE26729,2025-11-20 22:49:48.670617,Clear,TI26729
SE26730,2025-11-21 00:49:48.670617,Clear,TI26730
SE26731,2025-11-20 22:49:48.670617,Clear,TI26731
SE26732,2025-11-21 00:49:48.670617,Clear,TI26732
SE26733,2025-11-21 00:49:48.670617,Clear,TI26733
SE26734,2025-11-21 00:49:48.670617,Clear,TI26734
SE26735,2025-11-20 22:49:48.670617,Clear,TI26735
SE26736,2025-11-20 22:49:48.670617,Clear,TI26736
SE26737,2025-11-21 00:49:48.670617,Clear,TI26737
SE26738,2025-11-21 00:49:48.670617,Clear,TI26738
SE26739,2025-11-20 22:49:48.670617,Clear,TI26739
SE26740,2025-11-20 23:49:48.670617,Clear,TI26740
SE26741,2025-11-21 00:49:48.670617,Clear,TI26741
SE26742,2025-11-20 22:49:48.670617,Clear,TI26742
SE26743,2025-11-21 00:49:48.670617,Flagged,TI26743
SE26744,2025-11-20 23:49:48.670617,Clear,TI26744
SE26745,2025-11-20 22:49:48.670617,Clear,TI26745
SE26746,2025-11-21 00:49:48.670617,Clear,TI26746
SE26747,2025-11-20 23:49:48.670617,Clear,TI26747
SE26748,2025-11-21 00:49:48.670617,Clear,TI26748
SE26749,2025-11-20 22:49:48.670617,Clear,TI26749
SE26750,2025-11-21 00:49:48.670617,Clear,TI26750
SE26751,2025-11-20 23:49:48.670617,Clear,TI26751
SE26752,2025-11-20 23:49:48.670617,Clear,TI26752
SE26753,2025-11-21 00:49:48.670617,Clear,TI26753
SE26754,2025-11-20 23:49:48.670617,Clear,TI26754
SE26755,2025-11-21 00:49:48.670617,Clear,TI26755
SE26756,2025-11-20 23:49:48.670617,Clear,TI26756
SE26757,2025-11-20 22:49:48.670617,Clear,TI26757
SE26758,2025-11-20 22:49:48.670617,Clear,TI26758
SE26759,2025-11-21 00:49:48.670617,Clear,TI26759
SE26760,2025-11-21 00:49:48.670617,Clear,TI26760
SE26761,2025-11-20 23:49:48.670617,Clear,TI26761
SE26762,2025-11-21 00:49:48.670617,Flagged,TI26762
SE26763,2025-11-20 22:49:48.670617,Clear,TI26763
SE26764,2025-11-21 00:49:48.670617,Clear,TI26764
SE26765,2025-11-20 22:49:48.670617,Clear,TI26765
SE26766,2025-11-21 00:49:48.670617,Clear,TI26766
SE26767,2025-11-20 22:49:48.670617,Clear,TI26767
SE26768,2025-11-21 00:49:48.670617,Flagged,TI26768
SE26769,2025-11-20 22:49:48.670617,Flagged,TI26769
SE26770,2025-11-20 22:49:48.670617,Clear,TI26770
SE26771,2025-11-20 23:49:48.670617,Clear,TI26771
SE26772,2025-11-21 00:49:48.670617,Confiscated,TI26772
SE26773,2025-11-20 22:49:48.670617,Clear,TI26773
SE26774,2025-11-20 22:49:48.670617,Clear,TI26774
SE26775,2025-11-20 22:49:48.670617,Clear,TI26775
SE26776,2025-11-21 00:49:48.670617,Clear,TI26776
SE26777,2025-11-21 00:49:48.670617,Clear,TI26777
SE26778,2025-11-20 23:49:48.670617,Clear,TI26778
SE26779,2025-11-20 23:49:48.670617,Clear,TI26779
SE26780,2025-11-20 22:49:48.670617,Clear,TI26780
SE26781,2025-11-20 23:49:48.670617,Flagged,TI26781
SE26782,2025-11-20 23:49:48.670617,Confiscated,TI26782
SE26783,2025-11-21 00:49:48.670617,Flagged,TI26783
SE26784,2025-11-20 23:49:48.670617,Clear,TI26784
SE26785,2025-11-21 00:49:48.670617,Clear,TI26785
SE26786,2025-11-20 22:49:48.670617,Clear,TI26786
SE26787,2025-11-20 22:49:48.670617,Clear,TI26787
SE26788,2025-11-20 23:49:48.670617,Clear,TI26788
SE26789,2025-11-21 00:49:48.670617,Clear,TI26789
SE26790,2025-11-21 00:49:48.670617,Clear,TI26790
SE26791,2025-11-20 22:49:48.670617,Flagged,TI26791
SE26792,2025-11-20 22:49:48.670617,Flagged,TI26792
SE26793,2025-11-21 00:49:48.670617,Clear,TI26793
SE26794,2025-11-20 23:49:48.670617,Clear,TI26794
SE26795,2025-11-20 22:49:48.670617,Clear,TI26795
SE26796,2025-11-20 23:49:48.670617,Clear,TI26796
SE26797,2025-11-20 22:49:48.670617,Clear,TI26797
SE26798,2025-11-20 23:49:48.670617,Clear,TI26798
SE26799,2025-11-21 00:49:48.670617,Clear,TI26799
SE26800,2025-11-21 00:49:48.670617,Clear,TI26800
SE26801,2025-11-21 00:49:48.670617,Clear,TI26801
SE26802,2025-11-20 22:49:48.670617,Clear,TI26802
SE26803,2025-11-20 22:49:48.670617,Clear,TI26803
SE26804,2025-11-20 22:49:48.670617,Clear,TI26804
SE26805,2025-11-21 00:49:48.670617,Clear,TI26805
SE26806,2025-11-20 23:49:48.670617,Clear,TI26806
SE26807,2025-11-20 22:49:48.670617,Clear,TI26807
SE26808,2025-11-20 22:49:48.670617,Clear,TI26808
SE26809,2025-11-20 22:49:48.670617,Clear,TI26809
SE26810,2025-11-20 22:49:48.670617,Clear,TI26810
SE26811,2025-11-20 22:49:48.670617,Clear,TI26811
SE26812,2025-11-21 00:49:48.670617,Clear,TI26812
SE26813,2025-11-21 00:49:48.670617,Clear,TI26813
SE26814,2025-11-20 23:49:48.670617,Clear,TI26814
SE26815,2025-11-21 00:49:48.670617,Clear,TI26815
SE26816,2025-11-20 22:49:48.670617,Flagged,TI26816
SE26817,2025-11-20 22:49:48.670617,Clear,TI26817
SE26818,2025-11-20 23:49:48.670617,Confiscated,TI26818
SE26819,2025-11-21 00:49:48.670617,Clear,TI26819
SE26820,2025-11-21 00:49:48.670617,Clear,TI26820
SE26821,2025-11-21 00:49:48.670617,Flagged,TI26821
SE26822,2025-11-20 22:49:48.670617,Clear,TI26822
SE26823,2025-11-20 22:49:48.670617,Clear,TI26823
SE26824,2025-11-20 23:49:48.670617,Clear,TI26824
SE26825,2025-11-21 00:49:48.670617,Clear,TI26825
SE26826,2025-11-20 23:49:48.670617,Clear,TI26826
SE26827,2025-11-21 00:50:48.670617,Clear,TI26827
SE26828,2025-11-20 22:50:48.670617,Clear,TI26828
SE26829,2025-11-20 23:50:48.670617,Clear,TI26829
SE26830,2025-11-21 00:50:48.670617,Clear,TI26830
SE26831,2025-11-20 22:50:48.670617,Clear,TI26831
SE26832,2025-11-21 00:50:48.670617,Clear,TI26832
SE26833,2025-11-20 22:50:48.670617,Flagged,TI26833
SE26834,2025-11-20 22:50:48.670617,Clear,TI26834
SE26835,2025-11-21 00:50:48.670617,Clear,TI26835
SE26836,2025-11-20 22:50:48.670617,Clear,TI26836
SE26837,2025-11-20 23:50:48.670617,Clear,TI26837
SE26838,2025-11-21 00:50:48.670617,Clear,TI26838
SE26839,2025-11-20 23:50:48.670617,Clear,TI26839
SE26840,2025-11-20 23:50:48.670617,Flagged,TI26840
SE26841,2025-11-20 23:50:48.670617,Clear,TI26841
SE26842,2025-11-20 22:50:48.670617,Clear,TI26842
SE26843,2025-11-20 23:50:48.670617,Clear,TI26843
SE26844,2025-11-20 22:50:48.670617,Clear,TI26844
SE26845,2025-11-20 23:50:48.670617,Clear,TI26845
SE26846,2025-11-20 22:50:48.670617,Clear,TI26846
SE26847,2025-11-20 22:50:48.670617,Clear,TI26847
SE26848,2025-11-20 23:50:48.670617,Clear,TI26848
SE26849,2025-11-21 00:50:48.670617,Clear,TI26849
SE26850,2025-11-21 00:50:48.670617,Clear,TI26850
SE26851,2025-11-20 23:50:48.670617,Clear,TI26851
SE26852,2025-11-20 22:50:48.670617,Clear,TI26852
SE26853,2025-11-20 23:50:48.670617,Clear,TI26853
SE26854,2025-11-20 23:50:48.670617,Clear,TI26854
SE26855,2025-11-20 23:50:48.670617,Flagged,TI26855
SE26856,2025-11-21 00:50:48.670617,Clear,TI26856
SE26857,2025-11-20 22:50:48.670617,Flagged,TI26857
SE26858,2025-11-21 00:50:48.670617,Clear,TI26858
SE26859,2025-11-20 22:50:48.670617,Clear,TI26859
SE26860,2025-11-20 22:50:48.670617,Clear,TI26860
SE26861,2025-11-21 00:50:48.670617,Clear,TI26861
SE26862,2025-11-21 00:50:48.670617,Clear,TI26862
SE26863,2025-11-21 00:50:48.670617,Clear,TI26863
SE26864,2025-11-21 00:50:48.670617,Clear,TI26864
SE26865,2025-11-21 00:50:48.670617,Clear,TI26865
SE26866,2025-11-20 22:50:48.670617,Clear,TI26866
SE26867,2025-11-21 00:50:48.670617,Flagged,TI26867
SE26868,2025-11-21 00:50:48.670617,Clear,TI26868
SE26869,2025-11-20 22:50:48.670617,Clear,TI26869
SE26870,2025-11-20 23:50:48.670617,Clear,TI26870
SE26871,2025-11-20 22:50:48.670617,Clear,TI26871
SE26872,2025-11-20 22:50:48.670617,Clear,TI26872
SE26873,2025-11-20 22:50:48.670617,Clear,TI26873
SE26874,2025-11-21 00:50:48.670617,Clear,TI26874
SE26875,2025-11-20 22:50:48.670617,Clear,TI26875
SE26876,2025-11-21 00:50:48.670617,Clear,TI26876
SE26877,2025-11-20 22:50:48.670617,Clear,TI26877
SE26878,2025-11-20 23:50:48.670617,Clear,TI26878
SE26879,2025-11-21 00:50:48.670617,Clear,TI26879
SE26880,2025-11-21 00:50:48.670617,Clear,TI26880
SE26881,2025-11-20 22:50:48.670617,Flagged,TI26881
SE26882,2025-11-21 00:50:48.670617,Clear,TI26882
SE26883,2025-11-20 22:50:48.670617,Clear,TI26883
SE26884,2025-11-20 22:50:48.670617,Flagged,TI26884
SE26885,2025-11-20 22:50:48.670617,Clear,TI26885
SE26886,2025-11-20 23:50:48.670617,Clear,TI26886
SE26887,2025-11-21 00:50:48.670617,Clear,TI26887
SE26888,2025-11-20 23:50:48.670617,Clear,TI26888
SE26889,2025-11-21 00:50:48.670617,Clear,TI26889
SE26890,2025-11-21 00:50:48.670617,Clear,TI26890
SE26891,2025-11-20 23:50:48.670617,Clear,TI26891
SE26892,2025-11-21 00:50:48.670617,Clear,TI26892
SE26893,2025-11-20 23:50:48.670617,Clear,TI26893
SE26894,2025-11-20 22:50:48.670617,Flagged,TI26894
SE26895,2025-11-21 00:50:48.670617,Clear,TI26895
SE26896,2025-11-20 23:50:48.670617,Clear,TI26896
SE26897,2025-11-20 23:50:48.670617,Flagged,TI26897
SE26898,2025-11-20 23:50:48.670617,Clear,TI26898
SE26899,2025-11-20 22:50:48.670617,Clear,TI26899
SE26900,2025-11-21 00:50:48.670617,Clear,TI26900
SE26901,2025-11-20 23:50:48.670617,Clear,TI26901
SE26902,2025-11-20 22:50:48.670617,Clear,TI26902
SE26903,2025-11-20 22:50:48.670617,Clear,TI26903
SE26904,2025-11-20 22:50:48.670617,Clear,TI26904
SE26905,2025-11-20 23:50:48.670617,Clear,TI26905
SE26906,2025-11-20 23:50:48.670617,Clear,TI26906
SE26907,2025-11-21 00:50:48.670617,Clear,TI26907
SE26908,2025-11-20 22:50:48.670617,Clear,TI26908
SE26909,2025-11-20 23:50:48.670617,Clear,TI26909
