LuggageID,Weight,Status,TicketID
LG22701,20.55,Loaded,TI21207
LG22702,19.9,Checked-In,TI21208
LG22703,21.13,Unloaded,TI21208
LG22704,15.33,Loaded,TI21209
LG22705,23.51,Checked-In,TI21209
LG22706,22.57,Loaded,TI21211
LG22707,31.18,Loaded,TI21211
LG22708,9.29,Loaded,TI21212
LG22709,22.17,Unloaded,TI21212
LG22710,16.16,Checked-In,TI21213
LG22711,27.07,Unloaded,TI21214
LG22712,27.59,Loaded,TI21215
LG22713,29.16,Checked-In,TI21215
LG22714,18.63,Loaded,TI21216
LG22715,10.49,Unloaded,TI21216
LG22716,12.69,Loaded,TI21218
LG22717,29.8,Checked-In,TI21218
LG22718,21.04,Unloaded,TI21219
LG22719,7.77,Checked-In,TI21219
LG22720,13.68,Checked-In,TI21220
LG22721,18.54,Checked-In,TI21220
LG22722,25.06,Checked-In,TI21221
LG22723,18.46,Loaded,TI21221
LG22724,19.39,Loaded,TI21222
LG22725,26.44,Unloaded,TI21224
LG22726,26.42,Checked-In,TI21225
LG22727,16.72,Unloaded,TI21227
LG22728,22.17,Loaded,TI21228
LG22729,13.72,Loaded,TI21229
LG22730,12.91,Loaded,TI21230
LG22731,27.68,Checked-In,TI21230
LG22732,26.61,Unloaded,TI21232
LG22733,19.73,Checked-In,TI21232
LG22734,18.26,Unloaded,TI21233
LG22735,19.19,Checked-In,TI21233
LG22736,30.43,Unloaded,TI21234
LG22737,23.48,Checked-In,TI21234
LG22738,26.8,Checked-In,TI21235
LG22739,26.23,Checked-In,TI21235
LG22740,21.53,Checked-In,TI21236
LG22741,22.27,Unloaded,TI21236
LG22742,7.62,Loaded,TI21239
LG22743,25.9,Unloaded,TI21240
LG22744,19.19,Loaded,TI21241
LG22745,18.6,Loaded,TI21243
LG22746,24.61,Unloaded,TI21244
LG22747,9.01,Unloaded,TI21244
LG22748,10.45,Loaded,TI21245
LG22749,11.28,Unloaded,TI21247
LG22750,25.61,Checked-In,TI21248
LG22751,30.3,Checked-In,TI21248
LG22752,8.3,Checked-In,TI21249
LG22753,26.27,Unloaded,TI21250
LG22754,10.58,Unloaded,TI21250
LG22755,19.55,Unloaded,TI21251
LG22756,26.87,Checked-In,TI21251
LG22757,26.07,Unloaded,TI21253
LG22758,8.77,Loaded,TI21253
LG22759,19.63,Loaded,TI21254
LG22760,7.97,Unloaded,TI21254
LG22761,17.05,Unloaded,TI21255
LG22762,11.98,Loaded,TI21255
LG22763,16.74,Unloaded,TI21256
LG22764,15.61,Loaded,TI21256
LG22765,18.17,Unloaded,TI21257
LG22766,14.57,Unloaded,TI21257
LG22767,18.02,Loaded,TI21258
LG22768,8.46,Checked-In,TI21258
LG22769,25.12,Unloaded,TI21260
LG22770,9.94,Checked-In,TI21260
LG22771,14.29,Loaded,TI21261
LG22772,14.64,Unloaded,TI21262
LG22773,29.55,Checked-In,TI21262
LG22774,15.98,Loaded,TI21263
LG22775,10.51,Checked-In,TI21263
LG22776,31.85,Unloaded,TI21265
LG22777,23.03,Loaded,TI21265
LG22778,24.68,Loaded,TI21266
LG22779,9.12,Checked-In,TI21267
LG22780,13.64,Loaded,TI21268
LG22781,13.34,Unloaded,TI21270
LG22782,20.73,Checked-In,TI21271
LG22783,32.0,Loaded,TI21272
LG22784,12.1,Checked-In,TI21272
LG22785,31.49,Checked-In,TI21274
LG22786,9.22,Checked-In,TI21274
LG22787,7.86,Unloaded,TI21276
LG22788,28.05,Unloaded,TI21280
LG22789,17.9,Checked-In,TI21280
LG22790,24.05,Checked-In,TI21281
LG22791,19.41,Loaded,TI21282
LG22792,26.78,Checked-In,TI21282
LG22793,18.65,Unloaded,TI21283
LG22794,26.72,Checked-In,TI21284
LG22795,20.92,Unloaded,TI21285
LG22796,23.78,Checked-In,TI21285
LG22797,12.07,Loaded,TI21286
LG22798,29.59,Unloaded,TI21286
LG22799,18.39,Unloaded,TI21288
LG22800,27.72,Checked-In,TI21288
LG22801,26.94,Checked-In,TI21289
LG22802,22.47,Checked-In,TI21290
LG22803,18.2,Checked-In,TI21290
LG22804,8.39,Checked-In,TI21292
LG22805,22.24,Checked-In,TI21293
LG22806,13.23,Loaded,TI21293
LG22807,20.29,Unloaded,TI21294
LG22808,31.38,Unloaded,TI21294
LG22809,16.78,Checked-In,TI21295
LG22810,19.91,Checked-In,TI21295
LG22811,25.83,Checked-In,TI21297
LG22812,20.41,Unloaded,TI21298
LG22813,14.21,Checked-In,TI21299
LG22814,28.62,Checked-In,TI21299
LG22815,23.91,Loaded,TI21301
LG22816,10.16,Loaded,TI21301
LG22817,31.34,Loaded,TI21304
LG22818,9.21,Loaded,TI21305
LG22819,22.92,Loaded,TI21305
LG22820,31.82,Checked-In,TI21308
LG22821,22.04,Unloaded,TI21309
LG22822,9.09,Unloaded,TI21310
LG22823,7.68,Checked-In,TI21311
LG22824,16.07,Unloaded,TI21311
LG22825,30.64,Checked-In,TI21314
LG22826,13.37,Loaded,TI21314
LG22827,31.72,Loaded,TI21316
LG22828,21.18,Unloaded,TI21316
LG22829,31.39,Loaded,TI21317
LG22830,21.87,Unloaded,TI21317
LG22831,30.54,Unloaded,TI21318
LG22832,18.82,Checked-In,TI21318
LG22833,9.29,Loaded,TI21319
LG22834,13.1,Loaded,TI21319
LG22835,30.18,Loaded,TI21320
LG22836,27.58,Unloaded,TI21321
LG22837,31.13,Unloaded,TI21321
LG22838,30.42,Loaded,TI21323
LG22839,31.98,Unloaded,TI21325
LG22840,7.36,Unloaded,TI21328
LG22841,28.77,Unloaded,TI21329
LG22842,17.32,Unloaded,TI21330
LG22843,7.77,Loaded,TI21331
LG22844,15.27,Loaded,TI21333
LG22845,27.83,Checked-In,TI21334
LG22846,9.43,Checked-In,TI21336
LG22847,25.81,Unloaded,TI21336
LG22848,27.22,Unloaded,TI21337
LG22849,29.95,Unloaded,TI21337
LG22850,27.84,Unloaded,TI21338
LG22851,17.64,Unloaded,TI21338
LG22852,12.65,Unloaded,TI21339
LG22853,20.3,Unloaded,TI21339
LG22854,7.37,Loaded,TI21340
LG22855,31.16,Checked-In,TI21341
LG22856,20.81,Checked-In,TI21341
LG22857,25.81,Unloaded,TI21342
LG22858,18.86,Unloaded,TI21342
LG22859,31.25,Loaded,TI21343
LG22860,15.24,Checked-In,TI21344
LG22861,15.5,Checked-In,TI21345
LG22862,16.61,Loaded,TI21347
LG22863,29.41,Unloaded,TI21348
LG22864,15.19,Unloaded,TI21349
LG22865,9.79,Loaded,TI21349
LG22866,28.68,Loaded,TI21351
LG22867,21.51,Loaded,TI21354
LG22868,23.61,Checked-In,TI21355
LG22869,31.34,Unloaded,TI21356
LG22870,16.02,Loaded,TI21357
LG22871,12.33,Checked-In,TI21358
LG22872,15.05,Loaded,TI21359
LG22873,14.72,Loaded,TI21359
LG22874,22.68,Checked-In,TI21360
LG22875,26.84,Checked-In,TI21361
LG22876,22.47,Unloaded,TI21361
LG22877,14.02,Loaded,TI21363
LG22878,31.17,Unloaded,TI21364
LG22879,7.23,Checked-In,TI21364
LG22880,28.12,Unloaded,TI21365
LG22881,7.62,Checked-In,TI21366
LG22882,14.24,Checked-In,TI21368
LG22883,28.91,Unloaded,TI21369
LG22884,11.66,Unloaded,TI21371
LG22885,17.41,Unloaded,TI21373
LG22886,16.68,Loaded,TI21373
LG22887,20.85,Unloaded,TI21374
LG22888,9.41,Unloaded,TI21374
LG22889,16.13,Loaded,TI21376
LG22890,13.36,Unloaded,TI21377
LG22891,27.86,Unloaded,TI21377
LG22892,12.4,Checked-In,TI21378
LG22893,28.17,Checked-In,TI21380
LG22894,23.24,Loaded,TI21381
LG22895,12.54,Loaded,TI21381
LG22896,7.0,Checked-In,TI21383
LG22897,12.93,Unloaded,TI21383
LG22898,26.21,Unloaded,TI21384
LG22899,23.35,Checked-In,TI21385
LG22900,10.51,Unloaded,TI21385
LG22901,18.06,Checked-In,TI21386
LG22902,10.94,Loaded,TI21388
LG22903,18.06,Checked-In,TI21389
LG22904,30.32,Loaded,TI21390
LG22905,22.49,Unloaded,TI21391
LG22906,22.49,Loaded,TI21393
LG22907,16.04,Unloaded,TI21395
LG22908,30.02,Checked-In,TI21395
LG22909,13.26,Unloaded,TI21396
LG22910,7.26,Unloaded,TI21396
LG22911,19.12,Loaded,TI21397
LG22912,9.93,Loaded,TI21397
LG22913,28.4,Unloaded,TI21398
LG22914,12.57,Checked-In,TI21398
LG22915,25.27,Checked-In,TI21400
LG22916,21.65,Loaded,TI21400
LG22917,11.8,Unloaded,TI21402
LG22918,10.29,Checked-In,TI21403
LG22919,21.15,Checked-In,TI21403
LG22920,23.03,Loaded,TI21405
LG22921,19.18,Unloaded,TI21405
LG22922,12.9,Loaded,TI21406
LG22923,22.53,Unloaded,TI21410
LG22924,28.89,Checked-In,TI21410
LG22925,15.86,Checked-In,TI21412
LG22926,15.37,Loaded,TI21412
LG22927,19.83,Loaded,TI21413
LG22928,20.51,Unloaded,TI21414
LG22929,22.35,Checked-In,TI21415
LG22930,26.83,Unloaded,TI21416
LG22931,11.94,Checked-In,TI21417
LG22932,18.68,Checked-In,TI21417
LG22933,20.29,Checked-In,TI21418
LG22934,12.88,Unloaded,TI21420
LG22935,11.41,Checked-In,TI21420
LG22936,7.0,Checked-In,TI21421
LG22937,22.27,Unloaded,TI21421
LG22938,31.7,Checked-In,TI21422
LG22939,15.82,Loaded,TI21422
LG22940,26.53,Loaded,TI21423
LG22941,25.89,Loaded,TI21424
LG22942,17.24,Loaded,TI21425
LG22943,7.24,Unloaded,TI21426
LG22944,22.1,Loaded,TI21428
LG22945,23.06,Unloaded,TI21428
LG22946,9.11,Checked-In,TI21429
LG22947,12.15,Loaded,TI21429
LG22948,11.62,Loaded,TI21430
LG22949,19.09,Loaded,TI21430
LG22950,11.22,Unloaded,TI21431
LG22951,26.95,Unloaded,TI21431
LG22952,28.02,Loaded,TI21432
LG22953,31.68,Checked-In,TI21433
LG22954,26.76,Checked-In,TI21433
LG22955,15.67,Checked-In,TI21436
LG22956,17.17,Loaded,TI21436
LG22957,14.21,Checked-In,TI21438
LG22958,24.0,Unloaded,TI21438
LG22959,14.91,Unloaded,TI21439
LG22960,24.48,Unloaded,TI21439
LG22961,19.55,Loaded,TI21440
LG22962,20.87,Loaded,TI21441
LG22963,21.83,Loaded,TI21442
LG22964,17.93,Unloaded,TI21444
LG22965,23.71,Checked-In,TI21446
LG22966,19.51,Loaded,TI21447
LG22967,21.04,Unloaded,TI21453
LG22968,22.98,Loaded,TI21453
LG22969,15.71,Unloaded,TI21455
LG22970,27.83,Unloaded,TI21455
LG22971,9.54,Loaded,TI21456
LG22972,25.5,Loaded,TI21456
LG22973,28.89,Unloaded,TI21458
LG22974,17.99,Unloaded,TI21458
LG22975,23.65,Unloaded,TI21459
LG22976,23.19,Unloaded,TI21460
LG22977,29.06,Loaded,TI21462
LG22978,26.13,Checked-In,TI21462
LG22979,18.95,Unloaded,TI21463
LG22980,27.42,Unloaded,TI21464
LG22981,30.82,Checked-In,TI21465
LG22982,30.55,Checked-In,TI21466
LG22983,15.03,Loaded,TI21466
LG22984,10.76,Unloaded,TI21467
LG22985,9.58,Unloaded,TI21468
LG22986,27.32,Unloaded,TI21468
LG22987,23.53,Unloaded,TI21469
LG22988,15.27,Checked-In,TI21470
LG22989,10.37,Unloaded,TI21471
LG22990,21.84,Checked-In,TI21471
LG22991,27.33,Loaded,TI21472
LG22992,29.52,Checked-In,TI21472
LG22993,14.25,Unloaded,TI21473
LG22994,20.79,Unloaded,TI21473
LG22995,31.98,Loaded,TI21475
LG22996,19.95,Unloaded,TI21475
LG22997,17.66,Checked-In,TI21476
LG22998,21.74,Loaded,TI21476
LG22999,8.41,Loaded,TI21477
LG23000,15.79,Unloaded,TI21477
LG23001,14.28,Loaded,TI21478
LG23002,12.74,Checked-In,TI21478
LG23003,20.74,Unloaded,TI21481
LG23004,12.74,Loaded,TI21482
LG23005,15.86,Unloaded,TI21484
LG23006,7.57,Checked-In,TI21485
LG23007,19.73,Checked-In,TI21489
LG23008,11.36,Unloaded,TI21491
LG23009,31.1,Loaded,TI21491
LG23010,18.24,Checked-In,TI21492
LG23011,17.96,Unloaded,TI21492
LG23012,30.86,Loaded,TI21493
LG23013,13.99,Loaded,TI21493
LG23014,8.0,Checked-In,TI21494
LG23015,16.57,Checked-In,TI21494
LG23016,19.58,Loaded,TI21495
LG23017,25.18,Checked-In,TI21497
LG23018,28.13,Loaded,TI21499
LG23019,7.95,Checked-In,TI21501
LG23020,27.91,Loaded,TI21502
LG23021,23.46,Checked-In,TI21502
LG23022,28.95,Loaded,TI21504
LG23023,7.56,Checked-In,TI21504
LG23024,11.7,Checked-In,TI21506
LG23025,30.9,Loaded,TI21507
LG23026,14.54,Loaded,TI21507
LG23027,13.45,Checked-In,TI21508
LG23028,31.1,Unloaded,TI21508
LG23029,28.69,Loaded,TI21509
LG23030,20.52,Loaded,TI21511
LG23031,17.11,Unloaded,TI21512
LG23032,10.0,Unloaded,TI21512
LG23033,31.93,Checked-In,TI21515
LG23034,31.15,Unloaded,TI21517
LG23035,20.66,Unloaded,TI21520
LG23036,25.38,Loaded,TI21520
LG23037,27.8,Unloaded,TI21522
LG23038,13.15,Loaded,TI21524
LG23039,19.77,Loaded,TI21524
LG23040,27.25,Checked-In,TI21525
LG23041,23.15,Checked-In,TI21526
LG23042,13.82,Loaded,TI21528
LG23043,11.78,Loaded,TI21528
LG23044,23.57,Loaded,TI21530
LG23045,14.45,Unloaded,TI21530
LG23046,27.01,Loaded,TI21531
LG23047,22.39,Checked-In,TI21532
LG23048,26.63,Unloaded,TI21533
LG23049,10.3,Loaded,TI21533
LG23050,13.14,Unloaded,TI21534
LG23051,16.72,Checked-In,TI21534
LG23052,23.23,Loaded,TI21536
LG23053,10.38,Checked-In,TI21536
LG23054,24.7,Checked-In,TI21539
LG23055,17.25,Unloaded,TI21539
LG23056,12.46,Loaded,TI21540
LG23057,31.11,Checked-In,TI21540
LG23058,27.93,Loaded,TI21542
LG23059,13.46,Unloaded,TI21543
LG23060,25.49,Checked-In,TI21544
LG23061,26.77,Loaded,TI21545
LG23062,17.98,Loaded,TI21546
LG23063,26.13,Loaded,TI21546
LG23064,22.67,Checked-In,TI21547
LG23065,29.06,Checked-In,TI21547
LG23066,25.62,Loaded,TI21549
LG23067,21.51,Loaded,TI21549
LG23068,13.75,Checked-In,TI21551
LG23069,13.29,Checked-In,TI21551
LG23070,19.35,Checked-In,TI21552
LG23071,16.16,Checked-In,TI21552
LG23072,17.56,Checked-In,TI21553
LG23073,17.08,Checked-In,TI21553
LG23074,27.79,Unloaded,TI21554
LG23075,29.91,Loaded,TI21554
LG23076,16.03,Loaded,TI21555
LG23077,14.37,Checked-In,TI21557
LG23078,30.26,Unloaded,TI21558
LG23079,29.05,Checked-In,TI21558
LG23080,12.36,Unloaded,TI21559
LG23081,10.8,Checked-In,TI21560
LG23082,18.73,Checked-In,TI21563
LG23083,13.04,Checked-In,TI21563
LG23084,11.91,Unloaded,TI21565
LG23085,19.23,Loaded,TI21566
LG23086,27.21,Unloaded,TI21567
LG23087,17.23,Loaded,TI21567
LG23088,14.02,Checked-In,TI21569
LG23089,27.39,Loaded,TI21569
LG23090,7.11,Loaded,TI21570
LG23091,25.46,Loaded,TI21571
LG23092,26.03,Checked-In,TI21571
LG23093,22.1,Checked-In,TI21572
LG23094,14.76,Checked-In,TI21572
LG23095,19.77,Unloaded,TI21573
LG23096,18.24,Loaded,TI21573
LG23097,21.66,Loaded,TI21575
LG23098,9.63,Unloaded,TI21577
LG23099,23.12,Unloaded,TI21577
LG23100,21.14,Loaded,TI21579
LG23101,17.15,Unloaded,TI21582
LG23102,16.74,Loaded,TI21585
LG23103,7.42,Checked-In,TI21585
LG23104,17.59,Unloaded,TI21586
LG23105,27.94,Loaded,TI21591
LG23106,18.77,Checked-In,TI21591
LG23107,26.36,Checked-In,TI21592
LG23108,13.57,Loaded,TI21593
LG23109,12.83,Loaded,TI21593
LG23110,7.71,Unloaded,TI21594
LG23111,25.9,Loaded,TI21595
LG23112,10.75,Loaded,TI21598
LG23113,21.69,Unloaded,TI21598
LG23114,30.75,Loaded,TI21599
LG23115,22.97,Checked-In,TI21599
LG23116,27.43,Checked-In,TI21601
LG23117,27.32,Checked-In,TI21601
LG23118,17.55,Unloaded,TI21602
LG23119,19.88,Loaded,TI21602
LG23120,21.69,Loaded,TI21603
LG23121,19.57,Unloaded,TI21606
LG23122,9.16,Unloaded,TI21609
LG23123,13.08,Loaded,TI21610
LG23124,20.13,Checked-In,TI21610
LG23125,18.56,Unloaded,TI21611
LG23126,17.65,Loaded,TI21614
LG23127,21.85,Checked-In,TI21614
LG23128,16.42,Checked-In,TI21615
LG23129,28.58,Checked-In,TI21616
LG23130,16.36,Loaded,TI21616
LG23131,12.65,Unloaded,TI21620
LG23132,16.3,Loaded,TI21623
LG23133,7.39,Loaded,TI21624
LG23134,12.7,Unloaded,TI21624
LG23135,27.9,Checked-In,TI21625
LG23136,23.23,Checked-In,TI21625
LG23137,9.26,Loaded,TI21626
LG23138,27.8,Loaded,TI21628
LG23139,18.53,Unloaded,TI21628
LG23140,9.02,Loaded,TI21629
LG23141,9.27,Loaded,TI21630
LG23142,10.03,Checked-In,TI21631
LG23143,17.12,Checked-In,TI21631
LG23144,16.68,Unloaded,TI21632
LG23145,21.98,Loaded,TI21633
LG23146,27.06,Loaded,TI21633
LG23147,17.76,Loaded,TI21635
LG23148,29.36,Unloaded,TI21635
LG23149,19.42,Loaded,TI21637
LG23150,28.22,Unloaded,TI21638
LG23151,31.31,Loaded,TI21638
LG23152,24.91,Unloaded,TI21641
LG23153,27.63,Unloaded,TI21642
LG23154,10.35,Unloaded,TI21642
LG23155,15.97,Unloaded,TI21643
LG23156,28.47,Loaded,TI21643
LG23157,13.49,Loaded,TI21644
LG23158,19.9,Checked-In,TI21645
LG23159,26.97,Unloaded,TI21645
LG23160,23.29,Checked-In,TI21646
LG23161,8.13,Loaded,TI21647
LG23162,20.23,Unloaded,TI21647
LG23163,27.45,Loaded,TI21649
LG23164,13.44,Loaded,TI21649
LG23165,31.5,Unloaded,TI21650
LG23166,10.06,Loaded,TI21651
LG23167,28.49,Loaded,TI21651
LG23168,15.28,Checked-In,TI21654
LG23169,15.16,Loaded,TI21655
LG23170,24.29,Loaded,TI21656
LG23171,13.22,Checked-In,TI21656
LG23172,31.97,Checked-In,TI21658
LG23173,30.99,Checked-In,TI21659
LG23174,24.91,Unloaded,TI21659
LG23175,26.01,Checked-In,TI21660
LG23176,8.2,Unloaded,TI21661
LG23177,7.07,Unloaded,TI21662
LG23178,13.98,Checked-In,TI21662
LG23179,10.06,Unloaded,TI21663
LG23180,18.4,Loaded,TI21663
LG23181,31.55,Loaded,TI21665
LG23182,20.49,Loaded,TI21667
LG23183,30.74,Checked-In,TI21667
LG23184,12.57,Unloaded,TI21668
LG23185,30.57,Checked-In,TI21669
LG23186,17.35,Loaded,TI21670
LG23187,10.31,Checked-In,TI21670
LG23188,31.55,Unloaded,TI21671
LG23189,9.69,Loaded,TI21672
LG23190,14.7,Unloaded,TI21673
LG23191,7.37,Checked-In,TI21674
LG23192,19.06,Checked-In,TI21674
LG23193,15.72,Checked-In,TI21675
LG23194,12.8,Unloaded,TI21676
LG23195,14.86,Checked-In,TI21676
LG23196,28.32,Unloaded,TI21677
LG23197,14.82,Unloaded,TI21678
LG23198,21.03,Checked-In,TI21679
LG23199,28.1,Unloaded,TI21681
LG23200,27.62,Unloaded,TI21681
LG23201,26.95,Checked-In,TI21682
LG23202,17.99,Loaded,TI21682
LG23203,16.32,Loaded,TI21685
LG23204,26.83,Loaded,TI21685
LG23205,26.71,Checked-In,TI21686
LG23206,22.56,Unloaded,TI21686
LG23207,22.9,Loaded,TI21687
LG23208,28.64,Checked-In,TI21689
LG23209,19.68,Loaded,TI21689
LG23210,9.19,Unloaded,TI21692
LG23211,10.03,Unloaded,TI21693
LG23212,24.91,Checked-In,TI21694
LG23213,31.86,Loaded,TI21694
LG23214,14.05,Loaded,TI21695
LG23215,19.1,Unloaded,TI21696
LG23216,14.5,Loaded,TI21696
LG23217,13.24,Loaded,TI21698
LG23218,29.51,Loaded,TI21700
LG23219,21.92,Unloaded,TI21700
LG23220,18.49,Unloaded,TI21701
LG23221,7.46,Unloaded,TI21702
LG23222,23.64,Unloaded,TI21703
LG23223,12.29,Unloaded,TI21703
LG23224,7.26,Unloaded,TI21704
LG23225,14.07,Unloaded,TI21704
LG23226,22.61,Checked-In,TI21705
LG23227,15.82,Loaded,TI21705
LG23228,31.58,Loaded,TI21707
LG23229,29.15,Checked-In,TI21709
LG23230,13.28,Unloaded,TI21710
LG23231,15.5,Unloaded,TI21711
LG23232,13.52,Checked-In,TI21712
LG23233,23.03,Loaded,TI21712
LG23234,8.6,Unloaded,TI21713
LG23235,24.28,Loaded,TI21713
LG23236,14.55,Unloaded,TI21714
LG23237,25.35,Checked-In,TI21714
LG23238,20.14,Unloaded,TI21715
LG23239,7.01,Checked-In,TI21715
LG23240,29.33,Loaded,TI21716
LG23241,18.47,Loaded,TI21716
LG23242,7.21,Loaded,TI21717
LG23243,20.03,Loaded,TI21717
LG23244,24.4,Checked-In,TI21720
LG23245,14.86,Unloaded,TI21720
LG23246,14.94,Checked-In,TI21721
LG23247,14.09,Loaded,TI21722
LG23248,18.08,Loaded,TI21722
LG23249,9.53,Unloaded,TI21723
LG23250,14.58,Loaded,TI21723
LG23251,9.27,Checked-In,TI21724
LG23252,18.2,Loaded,TI21724
LG23253,15.21,Unloaded,TI21726
LG23254,14.53,Loaded,TI21726
LG23255,22.65,Unloaded,TI21727
LG23256,14.29,Checked-In,TI21728
LG23257,19.56,Loaded,TI21729
LG23258,15.51,Checked-In,TI21729
LG23259,28.98,Unloaded,TI21730
LG23260,18.54,Loaded,TI21734
LG23261,15.48,Checked-In,TI21735
LG23262,23.33,Unloaded,TI21736
LG23263,8.62,Unloaded,TI21738
LG23264,28.5,Unloaded,TI21740
LG23265,17.14,Loaded,TI21740
LG23266,9.17,Unloaded,TI21741
LG23267,26.83,Unloaded,TI21742
LG23268,11.57,Unloaded,TI21742
LG23269,23.63,Loaded,TI21743
LG23270,11.69,Loaded,TI21744
LG23271,24.66,Loaded,TI21744
LG23272,15.2,Unloaded,TI21745
LG23273,19.36,Checked-In,TI21746
LG23274,13.99,Checked-In,TI21749
LG23275,23.79,Loaded,TI21749
LG23276,13.03,Unloaded,TI21751
LG23277,30.7,Checked-In,TI21751
LG23278,17.95,Checked-In,TI21752
LG23279,7.55,Unloaded,TI21752
LG23280,18.04,Unloaded,TI21754
LG23281,10.8,Loaded,TI21755
LG23282,7.19,Loaded,TI21755
LG23283,25.03,Checked-In,TI21756
LG23284,22.94,Loaded,TI21761
LG23285,27.51,Checked-In,TI21761
LG23286,27.86,Checked-In,TI21762
LG23287,15.11,Checked-In,TI21763
LG23288,28.05,Checked-In,TI21763
LG23289,31.63,Loaded,TI21765
LG23290,25.55,Unloaded,TI21768
LG23291,27.69,Loaded,TI21769
LG23292,30.37,Unloaded,TI21771
LG23293,12.78,Loaded,TI21772
LG23294,12.26,Checked-In,TI21773
LG23295,24.08,Unloaded,TI21774
LG23296,7.63,Checked-In,TI21774
LG23297,30.61,Unloaded,TI21775
LG23298,24.16,Unloaded,TI21775
LG23299,21.44,Unloaded,TI21776
LG23300,10.32,Unloaded,TI21777
LG23301,17.43,Loaded,TI21777
LG23302,17.65,Loaded,TI21778
LG23303,31.45,Unloaded,TI21779
LG23304,7.13,Checked-In,TI21780
LG23305,16.5,Loaded,TI21782
LG23306,12.45,Loaded,TI21782
LG23307,7.06,Checked-In,TI21784
LG23308,31.13,Unloaded,TI21785
LG23309,26.7,Loaded,TI21789
LG23310,29.6,Unloaded,TI21789
LG23311,16.22,Loaded,TI21790
LG23312,16.01,Checked-In,TI21791
LG23313,22.7,Unloaded,TI21791
LG23314,31.02,Loaded,TI21792
LG23315,13.52,Unloaded,TI21794
LG23316,10.02,Checked-In,TI21795
LG23317,18.22,Checked-In,TI21795
LG23318,21.65,Loaded,TI21796
LG23319,26.93,Loaded,TI21796
LG23320,9.53,Unloaded,TI21797
LG23321,27.83,Unloaded,TI21799
LG23322,30.29,Checked-In,TI21800
LG23323,17.98,Checked-In,TI21800
LG23324,10.38,Loaded,TI21801
LG23325,24.08,Unloaded,TI21802
LG23326,15.51,Checked-In,TI21802
LG23327,26.15,Checked-In,TI21803
LG23328,7.96,Unloaded,TI21803
LG23329,15.89,Unloaded,TI21804
LG23330,30.53,Loaded,TI21804
LG23331,25.1,Checked-In,TI21806
LG23332,11.78,Loaded,TI21806
LG23333,9.52,Unloaded,TI21808
LG23334,10.11,Loaded,TI21809
LG23335,23.28,Unloaded,TI21811
LG23336,22.72,Loaded,TI21811
LG23337,12.02,Unloaded,TI21812
LG23338,23.76,Checked-In,TI21814
LG23339,11.34,Loaded,TI21815
LG23340,20.36,Checked-In,TI21815
LG23341,21.15,Loaded,TI21816
LG23342,26.78,Loaded,TI21817
LG23343,16.67,Loaded,TI21818
LG23344,19.88,Unloaded,TI21819
LG23345,18.6,Checked-In,TI21819
LG23346,28.94,Checked-In,TI21820
LG23347,28.15,Loaded,TI21821
LG23348,25.7,Unloaded,TI21824
LG23349,26.21,Unloaded,TI21825
LG23350,27.22,Checked-In,TI21826
LG23351,10.26,Loaded,TI21826
LG23352,31.95,Loaded,TI21828
LG23353,9.34,Unloaded,TI21830
LG23354,24.88,Checked-In,TI21830
LG23355,31.13,Loaded,TI21832
LG23356,9.28,Unloaded,TI21836
LG23357,14.39,Checked-In,TI21836
LG23358,15.92,Checked-In,TI21837
LG23359,24.87,Loaded,TI21839
LG23360,15.6,Unloaded,TI21840
LG23361,12.46,Loaded,TI21840
LG23362,30.56,Unloaded,TI21841
LG23363,24.17,Checked-In,TI21841
LG23364,24.12,Loaded,TI21842
LG23365,19.11,Unloaded,TI21842
LG23366,28.52,Unloaded,TI21843
LG23367,9.92,Checked-In,TI21843
LG23368,15.52,Checked-In,TI21845
LG23369,27.14,Loaded,TI21848
LG23370,11.08,Unloaded,TI21848
LG23371,16.31,Unloaded,TI21850
LG23372,31.66,Unloaded,TI21852
LG23373,25.68,Unloaded,TI21853
LG23374,24.73,Checked-In,TI21853
LG23375,20.74,Unloaded,TI21854
LG23376,7.66,Loaded,TI21855
LG23377,10.23,Unloaded,TI21857
LG23378,11.7,Loaded,TI21857
LG23379,27.47,Unloaded,TI21858
LG23380,23.57,Checked-In,TI21858
LG23381,10.85,Loaded,TI21859
LG23382,28.69,Loaded,TI21863
LG23383,14.75,Unloaded,TI21863
LG23384,25.66,Loaded,TI21865
LG23385,25.08,Loaded,TI21865
LG23386,10.75,Checked-In,TI21867
LG23387,10.39,Unloaded,TI21868
LG23388,24.32,Checked-In,TI21868
LG23389,13.34,Loaded,TI21870
LG23390,19.57,Unloaded,TI21870
LG23391,24.0,Loaded,TI21871
LG23392,17.25,Loaded,TI21872
LG23393,20.26,Checked-In,TI21872
LG23394,17.61,Checked-In,TI21873
LG23395,26.53,Loaded,TI21876
LG23396,20.99,Loaded,TI21876
LG23397,31.55,Loaded,TI21879
LG23398,16.2,Checked-In,TI21879
LG23399,21.79,Loaded,TI21880
LG23400,10.27,Checked-In,TI21883
LG23401,19.05,Loaded,TI21884
LG23402,31.85,Checked-In,TI21885
LG23403,31.78,Unloaded,TI21885
LG23404,10.55,Loaded,TI21887
LG23405,17.09,Checked-In,TI21887
LG23406,7.27,Unloaded,TI21888
LG23407,19.16,Checked-In,TI21888
LG23408,24.17,Checked-In,TI21889
LG23409,22.03,Unloaded,TI21889
LG23410,26.67,Loaded,TI21890
LG23411,25.19,Checked-In,TI21890
