SecurityLogID,RestrictedItemFound
SE24946,Sharp object
SE24949,Aerosol can
SE24949,Sharp object
SE24949,Battery pack
SE24955,Battery pack
SE24959,Lighter
SE24960,Liquid over 100ml
SE24963,Aerosol can
SE24963,Knife
SE24973,Sharp object
SE24973,Aerosol can
SE24973,Liquid over 100ml
SE24974,Battery pack
SE25004,Aerosol can
SE25005,Liquid over 100ml
SE25005,Lighter
SE25009,Aerosol can
SE25015,Liquid over 100ml
SE25015,Aerosol can
SE25015,Knife
SE25029,Lighter
SE25029,Battery pack
SE25029,Liquid over 100ml
SE25049,Aerosol can
SE25069,Liquid over 100ml
SE25069,Lighter
SE25070,Liquid over 100ml
SE25087,Knife
SE25087,Aerosol can
SE25095,Lighter
SE25095,Aerosol can
SE25095,Knife
SE25097,Liquid over 100ml
SE25097,Battery pack
SE25097,Lighter
SE25113,Battery pack
SE25113,Knife
SE25113,Lighter
SE25115,Knife
SE25115,Aerosol can
SE25115,Sharp object
SE25123,Battery pack
SE25142,Liquid over 100ml
SE25142,Battery pack
SE25161,Knife
SE25182,Lighter
SE25182,Knife
SE25182,Aerosol can
SE25185,Lighter
SE25185,Aerosol can
SE25185,Liquid over 100ml
SE25194,Lighter
SE25200,Battery pack
SE25200,Sharp object
SE25216,Aerosol can
SE25216,Knife
SE25220,Sharp object
SE25232,Liquid over 100ml
SE25233,Battery pack
SE25233,Lighter
SE25233,Knife
SE25235,Lighter
SE25242,Aerosol can
SE25255,Liquid over 100ml
SE25271,Sharp object
SE25273,Knife
SE25273,Liquid over 100ml
SE25273,Battery pack
SE25280,Sharp object
SE25280,Lighter
SE25280,Knife
SE25281,Aerosol can
SE25281,Battery pack
SE25281,Sharp object
SE25290,Aerosol can
SE25290,Lighter
SE25298,Battery pack
SE25298,Lighter
SE25298,Aerosol can
SE25365,Battery pack
SE25365,Liquid over 100ml
SE25368,Sharp object
SE25386,Battery pack
SE25386,Lighter
SE25386,Liquid over 100ml
SE25404,Battery pack
SE25404,Liquid over 100ml
SE25404,Sharp object
SE25423,Aerosol can
SE25423,Liquid over 100ml
SE25423,Battery pack
SE25425,Lighter
SE25425,Battery pack
SE25425,Knife
SE25430,Sharp object
SE25437,Knife
SE25444,Liquid over 100ml
SE25444,Sharp object
SE25444,Lighter
SE25445,Aerosol can
SE25445,Battery pack
SE25446,Lighter
SE25450,Battery pack
SE25461,Lighter
SE25463,Knife
SE25463,Aerosol can
SE25475,Knife
SE25475,Sharp object
SE25475,Battery pack
SE25480,Sharp object
SE25480,Battery pack
SE25506,Knife
SE25506,Sharp object
SE25520,Aerosol can
SE25520,Knife
SE25520,Sharp object
SE25567,Knife
SE25567,Sharp object
SE25605,Battery pack
SE25613,Aerosol can
SE25614,Aerosol can
SE25617,Sharp object
SE25617,Lighter
SE25620,Aerosol can
SE25620,Battery pack
SE25620,Liquid over 100ml
SE25625,Battery pack
SE25626,Sharp object
SE25630,Battery pack
SE25630,Knife
SE25634,Battery pack
SE25643,Sharp object
SE25643,Lighter
SE25643,Liquid over 100ml
SE25681,Knife
SE25684,Sharp object
SE25684,Aerosol can
SE25691,Aerosol can
SE25691,Lighter
SE25691,Sharp object
SE25696,Knife
SE25718,Lighter
SE25718,Liquid over 100ml
SE25718,Aerosol can
SE25722,Sharp object
SE25722,Lighter
SE25722,Knife
SE25726,Sharp object
SE25727,Knife
SE25730,Liquid over 100ml
SE25773,Liquid over 100ml
SE25773,Battery pack
SE25774,Liquid over 100ml
SE25783,Liquid over 100ml
SE25788,Sharp object
SE25788,Battery pack
SE25788,Knife
SE25791,Liquid over 100ml
SE25791,Knife
SE25803,Sharp object
SE25818,Battery pack
SE25818,Sharp object
SE25818,Lighter
SE25821,Lighter
SE25821,Sharp object
SE25824,Liquid over 100ml
SE25824,Battery pack
SE25824,Aerosol can
SE25827,Liquid over 100ml
SE25827,Aerosol can
SE25837,Liquid over 100ml
SE25837,Battery pack
SE25845,Lighter
SE25845,Knife
SE25845,Liquid over 100ml
SE25865,Knife
SE25865,Aerosol can
SE25865,Sharp object
SE25874,Sharp object
SE25874,Battery pack
SE25874,Lighter
SE25879,Aerosol can
SE25879,Knife
SE25880,Lighter
SE25883,Lighter
SE25883,Sharp object
SE25883,Liquid over 100ml
SE25905,Knife
SE25905,Sharp object
SE25908,Sharp object
SE25914,Lighter
SE25914,Knife
SE25914,Sharp object
SE25921,Lighter
SE25934,Lighter
SE25934,Battery pack
SE25954,Lighter
SE25954,Liquid over 100ml
SE25954,Knife
SE25958,Liquid over 100ml
SE25958,Knife
SE25960,Liquid over 100ml
SE25960,Sharp object
SE25975,Knife
SE25975,Lighter
SE25975,Aerosol can
SE25980,Aerosol can
SE26010,Aerosol can
SE26010,Sharp object
SE26010,Knife
SE26021,Aerosol can
SE26021,Lighter
SE26021,Knife
SE26024,Aerosol can
SE26024,Liquid over 100ml
SE26024,Sharp object
SE26027,Sharp object
SE26037,Aerosol can
SE26037,Liquid over 100ml
SE26037,Sharp object
SE26053,Knife
SE26053,Sharp object
SE26075,Liquid over 100ml
SE26075,Sharp object
SE26079,Battery pack
SE26087,Knife
SE26092,Aerosol can
SE26092,Liquid over 100ml
SE26092,Sharp object
SE26102,Lighter
SE26102,Liquid over 100ml
SE26102,Battery pack
SE26111,Battery pack
SE26111,Sharp object
SE26111,Liquid over 100ml
SE26112,Lighter
SE26112,Sharp object
SE26140,Lighter
SE26140,Liquid over 100ml
SE26141,Battery pack
SE26149,Battery pack
SE26173,Battery pack
SE26186,Sharp object
SE26186,Liquid over 100ml
SE26196,Lighter
SE26210,Sharp object
SE26213,Liquid over 100ml
SE26213,Battery pack
SE26253,Liquid over 100ml
SE26253,Lighter
SE26253,Knife
SE26261,Lighter
SE26266,Knife
SE26272,Liquid over 100ml
SE26272,Knife
SE26275,Sharp object
SE26278,Sharp object
SE26302,Aerosol can
SE26306,Battery pack
SE26314,Aerosol can
SE26314,Liquid over 100ml
SE26323,Knife
SE26323,Sharp object
SE26329,Aerosol can
SE26329,Liquid over 100ml
SE26361,Lighter
SE26361,Battery pack
SE26368,Knife
SE26368,Battery pack
SE26368,Aerosol can
SE26377,Battery pack
SE26377,Liquid over 100ml
SE26377,Lighter
SE26385,Knife
SE26385,Sharp object
SE26385,Aerosol can
SE26387,Battery pack
SE26387,Knife
SE26396,Sharp object
SE26396,Lighter
SE26413,Liquid over 100ml
SE26418,Liquid over 100ml
SE26418,Knife
SE26430,Knife
SE26430,Lighter
SE26446,Battery pack
SE26447,Liquid over 100ml
SE26447,Sharp object
SE26447,Lighter
SE26460,Knife
SE26473,Liquid over 100ml
SE26482,Aerosol can
SE26482,Liquid over 100ml
SE26486,Lighter
SE26486,Sharp object
SE26486,Knife
SE26501,Battery pack
SE26503,Knife
SE26508,Sharp object
SE26508,Lighter
SE26521,Aerosol can
SE26521,Battery pack
SE26522,Liquid over 100ml
SE26529,Lighter
SE26529,Aerosol can
SE26538,Lighter
SE26538,Aerosol can
SE26542,Battery pack
SE26542,Lighter
SE26543,Lighter
SE26546,Knife
SE26546,Aerosol can
SE26546,Lighter
SE26557,Sharp object
SE26557,Lighter
SE26561,Knife
SE26561,Liquid over 100ml
SE26566,Battery pack
SE26566,Knife
SE26566,Aerosol can
SE26567,Sharp object
SE26571,Liquid over 100ml
SE26571,Battery pack
SE26571,Knife
SE26579,Lighter
SE26579,Battery pack
SE26585,Liquid over 100ml
SE26585,Knife
SE26585,Aerosol can
SE26613,Knife
SE26623,Aerosol can
SE26623,Lighter
SE26623,Sharp object
SE26652,Liquid over 100ml
SE26663,Aerosol can
SE26673,Knife
SE26673,Battery pack
SE26673,Liquid over 100ml
SE26696,Knife
SE26710,Liquid over 100ml
SE26710,Battery pack
SE26710,Lighter
SE26721,Knife
SE26743,Knife
SE26762,Sharp object
SE26768,Battery pack
SE26768,Lighter
SE26768,Liquid over 100ml
SE26769,Battery pack
SE26772,Battery pack
SE26772,Liquid over 100ml
SE26772,Knife
SE26781,Sharp object
SE26782,Lighter
SE26782,Liquid over 100ml
SE26782,Aerosol can
SE26783,Battery pack
SE26791,Battery pack
SE26792,Lighter
SE26792,Knife
SE26816,Liquid over 100ml
SE26816,Sharp object
SE26816,Aerosol can
SE26818,Lighter
SE26818,Battery pack
SE26818,Sharp object
SE26821,Liquid over 100ml
SE26821,Sharp object
SE26833,Knife
SE26833,Battery pack
SE26833,Sharp object
SE26840,Battery pack
SE26855,Liquid over 100ml
SE26855,Sharp object
SE26857,Sharp object
SE26867,Aerosol can
SE26867,Lighter
SE26867,Knife
SE26881,Sharp object
SE26881,Knife
SE26881,Battery pack
SE26884,Knife
SE26894,Sharp object
SE26894,Aerosol can
SE26897,Knife
SE26919,Aerosol can
SE26943,Battery pack
SE26943,Liquid over 100ml
SE26951,Liquid over 100ml
SE26951,Sharp object
SE26951,Lighter
SE26961,Battery pack
SE26976,Sharp object
SE26976,Knife
SE26976,Lighter
SE26983,Sharp object
SE26983,Liquid over 100ml
SE26991,Battery pack
SE26991,Liquid over 100ml
SE27001,Sharp object
SE27001,Aerosol can
SE27008,Knife
SE27008,Liquid over 100ml
SE27013,Lighter
SE27013,Aerosol can
SE27017,Sharp object
SE27017,Aerosol can
SE27027,Liquid over 100ml
SE27027,Aerosol can
SE27028,Battery pack
SE27028,Sharp object
SE27029,Sharp object
SE27037,Lighter
SE27059,Knife
SE27059,Lighter
SE27071,Aerosol can
SE27071,Sharp object
SE27077,Sharp object
SE27077,Liquid over 100ml
SE27077,Lighter
SE27093,Sharp object
SE27093,Liquid over 100ml
SE27102,Battery pack
SE27103,Battery pack
SE27103,Sharp object
SE27103,Aerosol can
SE27111,Sharp object
SE27119,Battery pack
SE27119,Lighter
SE27119,Aerosol can
SE27121,Knife
SE27121,Lighter
SE27130,Aerosol can
SE27130,Knife
SE27131,Aerosol can
SE27131,Sharp object
SE27131,Battery pack
SE27150,Lighter
SE27153,Liquid over 100ml
SE27153,Battery pack
SE27153,Lighter
SE27165,Liquid over 100ml
SE27165,Knife
SE27165,Lighter
SE27178,Aerosol can
SE27179,Knife
SE27179,Lighter
SE27196,Aerosol can
SE27196,Sharp object
SE27196,Lighter
SE27221,Aerosol can
SE27221,Sharp object
SE27225,Sharp object
SE27240,Battery pack
SE27246,Knife
SE27246,Liquid over 100ml
SE27246,Lighter
SE27256,Sharp object
SE27256,Lighter
SE27256,Liquid over 100ml
SE27281,Aerosol can
SE27287,Lighter
SE27305,Knife
SE27305,Aerosol can
SE27312,Lighter
SE27321,Aerosol can
SE27321,Sharp object
SE27321,Lighter
SE27332,Knife
SE27332,Lighter
SE27335,Sharp object
SE27335,Knife
SE27353,Liquid over 100ml
SE27353,Knife
SE27353,Lighter
SE27356,Sharp object
SE27356,Liquid over 100ml
SE27360,Lighter
SE27360,Knife
SE27361,Aerosol can
SE27361,Knife
SE27362,Knife
SE27362,Liquid over 100ml
SE27362,Aerosol can
SE27366,Knife
SE27366,Liquid over 100ml
SE27366,Sharp object
SE27374,Sharp object
SE27374,Knife
SE27387,Aerosol can
SE27387,Sharp object
SE27387,Knife
SE27393,Aerosol can
SE27404,Knife
SE27404,Aerosol can
SE27406,Knife
SE27406,Lighter
SE27406,Liquid over 100ml
SE27411,Battery pack
SE27412,Lighter
SE27412,Liquid over 100ml
SE27412,Aerosol can
SE27418,Knife
SE27418,Battery pack
SE27437,Battery pack
SE27437,Knife
SE27451,Battery pack
SE27451,Knife
SE27463,Aerosol can
SE27463,Knife
SE27465,Liquid over 100ml
SE27465,Sharp object
SE27479,Liquid over 100ml
SE27479,Battery pack
SE27479,Lighter
SE27486,Battery pack
SE27486,Liquid over 100ml
SE27486,Sharp object
SE27490,Sharp object
SE27490,Lighter
SE27493,Aerosol can
SE27493,Knife
SE27495,Aerosol can
SE27524,Aerosol can
SE27535,Sharp object
SE27535,Lighter
SE27538,Knife
SE27538,Liquid over 100ml
SE27538,Lighter
SE27541,Knife
SE27541,Aerosol can
SE27541,Lighter
SE27543,Sharp object
SE27543,Aerosol can
SE27546,Lighter
SE27556,Aerosol can
SE27556,Knife
SE27567,Battery pack
SE27567,Knife
SE27567,Aerosol can
SE27572,Battery pack
SE27586,Knife
SE27599,Aerosol can
SE27599,Sharp object
SE27600,Battery pack
SE27600,Knife
SE27622,Aerosol can
SE27622,Lighter
SE27622,Battery pack
SE27636,Sharp object
SE27636,Liquid over 100ml
SE27656,Battery pack
SE27661,Aerosol can
SE27661,Sharp object
SE27662,Battery pack
SE27690,Lighter
SE27718,Aerosol can
SE27718,Liquid over 100ml
SE27719,Battery pack
SE27720,Aerosol can
SE27720,Battery pack
SE27720,Sharp object
SE27722,Liquid over 100ml
SE27726,Knife
SE27766,Aerosol can
SE27767,Aerosol can
SE27767,Liquid over 100ml
SE27767,Knife
SE27776,Battery pack
SE27776,Knife
SE27783,Liquid over 100ml
SE27784,Knife
SE27784,Aerosol can
SE27784,Battery pack
SE27789,Knife
SE27789,Liquid over 100ml
SE27791,Knife
SE27791,Aerosol can
SE27791,Liquid over 100ml
SE27793,Sharp object
SE27793,Knife
SE27793,Battery pack
SE27794,Aerosol can
SE27794,Battery pack
SE27805,Aerosol can
SE27805,Lighter
SE27805,Battery pack
SE27807,Lighter
SE27807,Liquid over 100ml
SE27807,Sharp object
SE27834,Aerosol can
SE27834,Battery pack
SE27845,Aerosol can
SE27845,Liquid over 100ml
SE27846,Knife
SE27851,Knife
SE27887,Lighter
SE27913,Knife
SE27913,Battery pack
SE27917,Aerosol can
SE27917,Knife
SE27917,Lighter
SE27929,Lighter
SE27950,Battery pack
SE27950,Lighter
SE27964,Sharp object
SE27964,Aerosol can
SE27964,Battery pack
SE27966,Liquid over 100ml
SE27973,Liquid over 100ml
SE27982,Sharp object
SE27982,Lighter
SE27995,Knife
SE27995,Battery pack
SE27995,Sharp object
SE28007,Knife
SE28007,Lighter
SE28008,Sharp object
SE28008,Knife
SE28054,Sharp object
SE28054,Aerosol can
SE28102,Liquid over 100ml
SE28102,Lighter
SE28108,Sharp object
SE28108,Lighter
SE28108,Knife
SE28122,Sharp object
SE28122,Battery pack
SE28122,Liquid over 100ml
SE28129,Aerosol can
SE28132,Battery pack
SE28153,Liquid over 100ml
SE28158,Aerosol can
SE28158,Liquid over 100ml
SE28175,Lighter
SE28175,Battery pack
SE28175,Knife
SE28188,Liquid over 100ml
SE28188,Aerosol can
SE28188,Knife
SE28189,Liquid over 100ml
SE28189,Lighter
SE28213,Liquid over 100ml
SE28213,Knife
SE28221,Sharp object
SE28221,Lighter
SE28221,Liquid over 100ml
SE28222,Sharp object
SE28222,Battery pack
SE28222,Liquid over 100ml
SE28267,Knife
SE28267,Lighter
SE28271,Knife
SE28283,Knife
SE28283,Lighter
SE28316,Battery pack
SE28316,Knife
SE28324,Battery pack
SE28324,Sharp object
SE28326,Battery pack
SE28326,Lighter
SE28328,Aerosol can
SE28328,Lighter
SE28328,Battery pack
SE28330,Sharp object
SE28330,Aerosol can
SE28330,Lighter
SE28331,Lighter
SE28331,Aerosol can
SE28331,Sharp object
SE28353,Aerosol can
SE28356,Lighter
SE28356,Battery pack
SE28365,Lighter
SE28367,Liquid over 100ml
SE28367,Knife
SE28369,Sharp object
SE28374,Battery pack
SE28419,Knife
SE28429,Liquid over 100ml
SE28429,Lighter
SE28429,Sharp object
SE28436,Aerosol can
SE28436,Lighter
SE28436,Battery pack
SE28437,Lighter
SE28437,Knife
SE28440,Sharp object
SE28440,Knife
SE28460,Liquid over 100ml
SE28460,Battery pack
SE28465,Sharp object
SE28468,Liquid over 100ml
SE28495,Knife
SE28513,Knife
SE28514,Lighter
SE28514,Liquid over 100ml
SE28515,Battery pack
SE28515,Lighter
SE28515,Knife
SE28517,Aerosol can
SE28517,Lighter
SE28518,Sharp object
SE28520,Liquid over 100ml
SE28520,Knife
SE28520,Lighter
SE28522,Liquid over 100ml
SE28522,Aerosol can
SE28523,Liquid over 100ml
SE28523,Knife
SE28525,Knife
SE28529,Knife
SE28529,Lighter
SE28532,Sharp object
SE28532,Knife
SE28542,Knife
SE28542,Battery pack
SE28542,Aerosol can
SE28552,Lighter
SE28552,Aerosol can
SE28563,Liquid over 100ml
SE28563,Knife
SE28582,Lighter
SE28582,Sharp object
SE28582,Knife
SE28585,Battery pack
SE28585,Lighter
SE28591,Liquid over 100ml
SE28601,Battery pack
SE28608,Knife
SE28616,Aerosol can
SE28616,Battery pack
SE28616,Lighter
SE28644,Aerosol can
SE28644,Knife
SE28644,Sharp object
SE28672,Battery pack
SE28672,Aerosol can
SE28676,Sharp object
SE28676,Lighter
SE28676,Liquid over 100ml
SE28689,Knife
SE28689,Lighter
SE28704,Battery pack
SE28705,Knife
SE28709,Aerosol can
SE28709,Liquid over 100ml
SE28709,Knife
SE28727,Sharp object
SE28745,Sharp object
SE28747,Aerosol can
SE28747,Lighter
SE28747,Sharp object
SE28760,Sharp object
SE28760,Lighter
SE28760,Aerosol can
SE28773,Aerosol can
SE28773,Liquid over 100ml
SE28781,Battery pack
SE28781,Knife
SE28781,Aerosol can
SE28805,Battery pack
SE28805,Sharp object
SE28806,Knife
SE28808,Aerosol can
SE28808,Liquid over 100ml
SE28808,Battery pack
SE28809,Sharp object
SE28809,Battery pack
SE28812,Sharp object
SE28812,Liquid over 100ml
SE28812,Knife
SE28815,Lighter
SE28815,Knife
SE28820,Knife
SE28820,Lighter
SE28820,Aerosol can
SE28825,Battery pack
SE28825,Lighter
SE28830,Knife
SE28830,Aerosol can
SE28830,Liquid over 100ml
SE28835,Lighter
SE28835,Liquid over 100ml
SE28845,Lighter
SE28860,Aerosol can
SE28860,Liquid over 100ml
SE28860,Knife
SE28865,Sharp object
SE28866,Sharp object
SE28866,Lighter
SE28867,Liquid over 100ml
SE28867,Sharp object
SE28892,Aerosol can
SE28896,Liquid over 100ml
SE28896,Battery pack
SE28898,Aerosol can
SE28900,Liquid over 100ml
SE28922,Aerosol can
SE28922,Sharp object
SE28922,Battery pack
SE28924,Battery pack
SE28924,Aerosol can
SE28924,Knife
SE28967,Lighter
SE28967,Liquid over 100ml
SE28976,Knife
SE28982,Battery pack
SE28982,Sharp object
SE28982,Lighter
SE28995,Knife
SE28995,Lighter
SE28999,Battery pack
SE28999,Aerosol can
SE29009,Lighter
SE29024,Liquid over 100ml
SE29024,Knife
SE29031,Knife
SE29031,Lighter
SE29031,Battery pack
SE29042,Battery pack
SE29046,Knife
SE29053,Aerosol can
SE29053,Lighter
SE29053,Knife
SE29057,Battery pack
SE29057,Knife
SE29057,Liquid over 100ml
SE29058,Sharp object
SE29058,Lighter
SE29058,Knife
SE29059,Aerosol can
SE29059,Lighter
SE29059,Sharp object
SE29075,Battery pack
SE29075,Liquid over 100ml
SE29091,Sharp object
SE29091,Lighter
SE29091,Aerosol can
SE29100,Lighter
SE29106,Liquid over 100ml
SE29106,Sharp object
SE29112,Sharp object
SE29119,Knife
SE29121,Lighter
SE29132,Aerosol can
SE29169,Sharp object
SE29169,Lighter
SE29169,Battery pack
SE29186,Knife
SE29186,Liquid over 100ml
SE29193,Knife
SE29193,Liquid over 100ml
SE29214,Aerosol can
SE29214,Sharp object
SE29235,Liquid over 100ml
SE29235,Knife
SE29242,Aerosol can
SE29261,Liquid over 100ml
SE29271,Lighter
SE29271,Aerosol can
SE29271,Liquid over 100ml
SE29276,Knife
SE29276,Battery pack
SE29283,Lighter
SE29283,Aerosol can
SE29285,Liquid over 100ml
SE29286,Lighter
SE29290,Knife
SE29298,Liquid over 100ml
SE29298,Knife
SE29298,Aerosol can
SE29303,Liquid over 100ml
SE29303,Battery pack
SE29307,Lighter
SE29307,Sharp object
SE29307,Aerosol can
SE29308,Lighter
SE29308,Battery pack
SE29308,Liquid over 100ml
SE29313,Battery pack
SE29313,Aerosol can
SE29313,Lighter
SE29327,Knife
SE29327,Lighter
SE29328,Aerosol can
SE29328,Sharp object
SE29328,Battery pack
SE29330,Lighter
SE29330,Sharp object
SE29330,Knife
SE29343,Lighter
SE29343,Knife
SE29362,Liquid over 100ml
SE29367,Battery pack
SE29372,Lighter
SE29372,Sharp object
SE29383,Aerosol can
SE29418,Lighter
SE29426,Lighter
SE29444,Lighter
SE29457,Knife
SE29457,Sharp object
SE29461,Aerosol can
SE29461,Lighter
SE29461,Battery pack
SE29491,Knife
SE29491,Liquid over 100ml
SE29491,Aerosol can
SE29496,Sharp object
SE29496,Liquid over 100ml
SE29496,Knife
SE29501,Liquid over 100ml
SE29512,Lighter
SE29512,Knife
SE29515,Aerosol can
SE29518,Sharp object
SE29518,Lighter
SE29518,Aerosol can
SE29522,Lighter
SE29522,Aerosol can
SE29533,Liquid over 100ml
SE29533,Sharp object
SE29533,Aerosol can
SE29548,Liquid over 100ml
SE29548,Battery pack
SE29548,Aerosol can
SE29550,Sharp object
SE29565,Sharp object
SE29565,Lighter
SE29565,Aerosol can
SE29582,Aerosol can
SE29586,Lighter
SE29589,Aerosol can
SE29589,Lighter
SE29589,Battery pack
SE29592,Liquid over 100ml
SE29592,Lighter
SE29592,Knife
SE29593,Lighter
SE29613,Lighter
SE29613,Liquid over 100ml
SE29613,Sharp object
SE29619,Lighter
SE29620,Knife
SE29627,Lighter
SE29630,Sharp object
SE29630,Lighter
SE29630,Aerosol can
SE29632,Sharp object
SE29654,Lighter
SE29669,Lighter
SE29675,Liquid over 100ml
SE29675,Aerosol can
SE29675,Knife
SE29684,Sharp object
SE29684,Battery pack
SE29714,Liquid over 100ml
SE29725,Aerosol can
SE29725,Liquid over 100ml
SE29725,Knife
SE29730,Aerosol can
SE29730,Sharp object
SE29733,Battery pack
SE29781,Knife
SE29781,Lighter
SE29786,Aerosol can
SE29801,Sharp object
SE29801,Battery pack
SE29801,Lighter
SE29804,Knife
SE29804,Liquid over 100ml
SE29810,Knife
SE29818,Lighter
SE29818,Knife
SE29818,Liquid over 100ml
SE29820,Lighter
SE29820,Aerosol can
SE29820,Sharp object
SE29826,Knife
SE29834,Lighter
SE29834,Knife
SE29834,Liquid over 100ml
SE29844,Knife
SE29844,Aerosol can
SE29862,Aerosol can
SE29872,Sharp object
SE29872,Knife
SE29872,Battery pack
SE29877,Liquid over 100ml
SE29877,Sharp object
SE29877,Battery pack
SE29880,Aerosol can
SE29880,Battery pack
SE29895,Battery pack
SE29895,Liquid over 100ml
SE29895,Lighter
SE29899,Sharp object
SE29916,Battery pack
SE29916,Aerosol can
SE29916,Liquid over 100ml
SE29931,Sharp object
SE29931,Knife
SE29932,Knife
SE29943,Battery pack
SE29943,Knife
SE29943,Aerosol can
SE29951,Lighter
SE29951,Battery pack
SE29969,Liquid over 100ml
SE29969,Knife
SE29969,Battery pack
SE29978,Aerosol can
SE29979,Liquid over 100ml
SE29979,Aerosol can
SE29985,Lighter
SE29985,Liquid over 100ml
SE29985,Aerosol can
SE29990,Sharp object
SE29990,Liquid over 100ml
SE29990,Aerosol can
SE29991,Aerosol can
SE29991,Lighter
SE29991,Knife
SE29993,Sharp object
SE29993,Liquid over 100ml
SE29993,Aerosol can
SE29999,Battery pack
SE29999,Sharp object
SE29999,Knife
SE30008,Aerosol can
SE30008,Battery pack
SE30008,Sharp object
SE30014,Lighter
SE30026,Aerosol can
SE30026,Lighter
SE30026,Battery pack
SE30037,Aerosol can
SE30042,Knife
SE30042,Liquid over 100ml
SE30042,Lighter
SE30090,Sharp object
SE30090,Aerosol can
SE30112,Knife
SE30112,Lighter
SE30112,Battery pack
SE30120,Liquid over 100ml
SE30120,Sharp object
SE30142,Battery pack
SE30142,Knife
SE30142,Aerosol can
SE30162,Aerosol can
SE30165,Knife
SE30165,Sharp object
SE30165,Battery pack
SE30171,Lighter
SE30171,Sharp object
SE30171,Liquid over 100ml
SE30179,Lighter
SE30182,Sharp object
SE30185,Liquid over 100ml
SE30185,Knife
SE30188,Battery pack
SE30188,Knife
SE30205,Lighter
SE30205,Sharp object
SE30206,Knife
SE30206,Lighter
SE30206,Battery pack
SE30209,Liquid over 100ml
SE30209,Sharp object
SE30209,Battery pack
SE30221,Aerosol can
SE30221,Lighter
SE30241,Aerosol can
SE30248,Liquid over 100ml
SE30248,Battery pack
SE30254,Lighter
SE30254,Aerosol can
SE30254,Sharp object
SE30294,Knife
SE30313,Battery pack
SE30316,Battery pack
SE30316,Lighter
SE30316,Knife
SE30331,Liquid over 100ml
SE30331,Battery pack
SE30331,Sharp object
SE30332,Knife
SE30332,Battery pack
SE30332,Liquid over 100ml
SE30334,Liquid over 100ml
SE30334,Battery pack
SE30342,Knife
SE30345,Knife
SE30345,Aerosol can
SE30345,Lighter
SE30348,Sharp object
SE30348,Aerosol can
SE30353,Lighter
SE30353,Aerosol can
SE30353,Knife
SE30364,Liquid over 100ml
SE30364,Lighter
SE30378,Liquid over 100ml
SE30378,Aerosol can
SE30378,Battery pack
SE30430,Knife
SE30430,Liquid over 100ml
SE30443,Sharp object
SE30443,Lighter
SE30462,Aerosol can
SE30462,Liquid over 100ml
SE30462,Lighter
SE30463,Battery pack
SE30463,Lighter
SE30463,Liquid over 100ml
SE30464,Liquid over 100ml
SE30464,Battery pack
SE30464,Aerosol can
SE30475,Aerosol can
SE30475,Sharp object
SE30477,Liquid over 100ml
SE30487,Liquid over 100ml
SE30506,Sharp object
SE30506,Aerosol can
SE30518,Lighter
SE30518,Liquid over 100ml
SE30518,Knife
SE30526,Lighter
SE30528,Lighter
SE30528,Liquid over 100ml
SE30541,Aerosol can
SE30541,Knife
SE30541,Sharp object
SE30544,Liquid over 100ml
SE30544,Knife
SE30547,Liquid over 100ml
SE30547,Lighter
SE30555,Knife
SE30555,Sharp object
SE30555,Battery pack
SE30556,Liquid over 100ml
SE30556,Knife
SE30556,Battery pack
SE30559,Aerosol can
SE30559,Knife
SE30563,Battery pack
SE30577,Battery pack
SE30583,Liquid over 100ml
SE30583,Knife
SE30593,Liquid over 100ml
SE30593,Knife
SE30615,Aerosol can
SE30615,Battery pack
SE30615,Liquid over 100ml
SE30621,Lighter
SE30624,Lighter
SE30624,Aerosol can
SE30624,Liquid over 100ml
SE30626,Liquid over 100ml
SE30632,Battery pack
SE30632,Knife
SE30632,Liquid over 100ml
SE30635,Sharp object
SE30635,Lighter
SE30637,Aerosol can
SE30637,Liquid over 100ml
SE30637,Battery pack
SE30660,Sharp object
SE30661,Aerosol can
SE30668,Battery pack
SE30668,Lighter
SE30704,Knife
SE30704,Battery pack
SE30704,Liquid over 100ml
SE30706,Knife
SE30706,Sharp object
SE30706,Lighter
SE30716,Battery pack
SE30725,Sharp object
SE30725,Knife
SE30732,Lighter
SE30732,Battery pack
SE30732,Sharp object
SE30743,Knife
SE30743,Aerosol can
SE30743,Lighter
SE30745,Liquid over 100ml
SE30745,Aerosol can
SE30748,Lighter
SE30748,Knife
SE30757,Knife
SE30767,Knife
SE30767,Battery pack
SE30767,Lighter
SE30769,Sharp object
SE30769,Knife
SE30775,Sharp object
SE30799,Knife
SE30799,Sharp object
SE30799,Battery pack
SE30804,Lighter
SE30804,Battery pack
SE30805,Knife
SE30815,Liquid over 100ml
SE30815,Battery pack
SE30826,Knife
SE30826,Sharp object
SE30826,Liquid over 100ml
SE30857,Sharp object
SE30857,Liquid over 100ml
SE30857,Knife
SE30858,Liquid over 100ml
SE30859,Lighter
SE30859,Liquid over 100ml
SE30859,Battery pack
SE30861,Sharp object
SE30861,Lighter
SE30861,Liquid over 100ml
SE30877,Aerosol can
SE30877,Lighter
SE30877,Liquid over 100ml
SE30892,Liquid over 100ml
SE30892,Battery pack
SE30892,Sharp object
SE30901,Battery pack
SE30901,Lighter
SE30902,Battery pack
SE30904,Lighter
SE30904,Sharp object
SE30921,Knife
SE30921,Battery pack
SE30944,Sharp object
SE30944,Lighter
SE30947,Battery pack
SE30947,Liquid over 100ml
SE30947,Aerosol can
SE30952,Battery pack
