PassengerID,TravelHistory
PA20861,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA20862,Flew to London on 2025-11-20 (Flight FL00187)
PA20863,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA20864,Flew to Hanoi on 2025-11-21 (Flight FL00037)
PA20865,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA20866,Flew to Tokyo on 2025-11-21 (Flight FL00144)
PA20867,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA20868,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA20869,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA20870,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA20871,Flew to Seoul on 2025-11-22 (Flight FL00307)
PA20872,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA20873,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA20874,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA20875,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA20876,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA20877,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA20878,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA20879,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA20880,Flew to Phu Quoc on 2025-11-21 (Flight FL00260)
PA20881,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA20882,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA20883,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA20884,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA20885,Flew to Taipei on 2025-11-21 (Flight FL00321)
PA20886,Flew to Hong Kong on 2025-11-20 (Flight FL00203)
PA20887,Flew to London on 2025-11-21 (Flight FL00135)
PA20888,Flew to Melbourne on 2025-11-21 (Flight FL00385)
PA20889,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA20890,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA20891,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA20892,Flew to Tokyo on 2025-11-19 (Flight FL00201)
PA20893,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA20894,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA20895,Flew to Melbourne on 2025-11-20 (Flight FL00226)
PA20896,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA20897,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA20898,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA20899,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA20900,Flew to Singapore on 2025-11-19 (Flight FL00097)
PA20901,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA20902,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA20903,Flew to Paris on 2025-11-21 (Flight FL00059)
PA20904,Flew to Tokyo on 2025-11-20 (Flight FL00169)
PA20905,Flew to Paris on 2025-11-21 (Flight FL00236)
PA20906,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA20907,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA20908,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA20909,Flew to Sydney on 2025-11-20 (Flight FL00098)
PA20910,Flew to London on 2025-11-19 (Flight FL00137)
PA20911,Flew to Seoul on 2025-11-20 (Flight FL00195)
PA20912,Flew to Sydney on 2025-11-20 (Flight FL00098)
PA20913,Flew to Paris on 2025-11-21 (Flight FL00084)
PA20914,Flew to Singapore on 2025-11-20 (Flight FL00089)
PA20915,Flew to Paris on 2025-11-21 (Flight FL00289)
PA20916,Flew to Singapore on 2025-11-19 (Flight FL00097)
PA20917,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA20918,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA20919,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA20920,Flew to Paris on 2025-11-21 (Flight FL00361)
PA20921,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA20922,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA20923,Flew to Paris on 2025-11-21 (Flight FL00346)
PA20924,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA20925,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA20926,Flew to Taipei on 2025-11-20 (Flight FL00241)
PA20927,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA20928,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA20929,Flew to London on 2025-11-20 (Flight FL00187)
PA20930,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA20931,Flew to Taipei on 2025-11-21 (Flight FL00321)
PA20932,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA20933,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA20934,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA20935,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA20936,Flew to Seoul on 2025-11-20 (Flight FL00018)
PA20937,Flew to Taipei on 2025-11-21 (Flight FL00321)
PA20938,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA20939,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA20940,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA20941,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA20942,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA20943,Flew to Sydney on 2025-11-20 (Flight FL00003)
PA20944,Flew to Phu Quoc on 2025-11-20 (Flight FL00249)
PA20945,Flew to Paris on 2025-11-20 (Flight FL00042)
PA20946,Flew to London on 2025-11-21 (Flight FL00282)
PA20947,Flew to Hanoi on 2025-11-20 (Flight FL00129)
PA20948,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA20949,Flew to Singapore on 2025-11-20 (Flight FL00010)
PA20950,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA20951,Flew to London on 2025-11-21 (Flight FL00297)
PA20952,Flew to Paris on 2025-11-20 (Flight FL00273)
PA20953,Flew to Bangkok on 2025-11-21 (Flight FL00250)
PA20954,Flew to Taipei on 2025-11-21 (Flight FL00298)
PA20955,Flew to Dubai on 2025-11-21 (Flight FL00267)
PA20956,Flew to Paris on 2025-11-20 (Flight FL00273)
PA20957,Flew to London on 2025-11-20 (Flight FL00187)
PA20958,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA20959,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA20960,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA20961,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA20962,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA20963,Flew to Tokyo on 2025-11-19 (Flight FL00201)
PA20964,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA20965,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA20966,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA20967,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA20968,Flew to Bangkok on 2025-11-20 (Flight FL00162)
PA20969,Flew to Seoul on 2025-11-20 (Flight FL00195)
PA20970,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA20971,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA20972,Flew to Phu Quoc on 2025-11-20 (Flight FL00123)
PA20973,Flew to Tokyo on 2025-11-21 (Flight FL00144)
PA20974,Flew to Phu Quoc on 2025-11-20 (Flight FL00057)
PA20975,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA20976,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA20977,Flew to Seoul on 2025-11-20 (Flight FL00195)
PA20978,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA20979,Flew to Phu Quoc on 2025-11-20 (Flight FL00057)
PA20980,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA20981,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA20982,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA20983,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA20984,Flew to Seoul on 2025-11-20 (Flight FL00195)
PA20985,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA20986,Flew to Melbourne on 2025-11-20 (Flight FL00076)
PA20987,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA20988,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA20989,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA20990,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA20991,Flew to Paris on 2025-11-20 (Flight FL00091)
PA20992,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA20993,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA20994,Flew to London on 2025-11-21 (Flight FL00314)
PA20995,Flew to Phu Quoc on 2025-11-21 (Flight FL00173)
PA20996,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA20997,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA20998,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA20999,Flew to Hong Kong on 2025-11-20 (Flight FL00203)
PA21000,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA21001,Flew to Phu Quoc on 2025-11-21 (Flight FL00173)
PA21002,Flew to Tokyo on 2025-11-21 (Flight FL00069)
PA21003,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA21004,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA21005,Flew to Paris on 2025-11-21 (Flight FL00243)
PA21006,Flew to Phu Quoc on 2025-11-20 (Flight FL00154)
PA21007,Flew to Paris on 2025-11-20 (Flight FL00273)
PA21008,Flew to Bangkok on 2025-11-20 (Flight FL00186)
PA21009,Flew to Paris on 2025-11-21 (Flight FL00084)
PA21010,Flew to Melbourne on 2025-11-21 (Flight FL00134)
PA21011,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA21012,Flew to London on 2025-11-20 (Flight FL00187)
PA21013,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA21014,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA21015,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA21016,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA21017,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA21018,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA21019,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA21020,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA21021,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA21022,Flew to Paris on 2025-11-20 (Flight FL00042)
PA21023,Flew to Da Nang on 2025-11-21 (Flight FL00092)
PA21024,Flew to Hong Kong on 2025-11-19 (Flight FL00001)
PA21025,Flew to Tokyo on 2025-11-21 (Flight FL00144)
PA21026,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA21027,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA21028,Flew to Hanoi on 2025-11-21 (Flight FL00251)
PA21029,Flew to Dubai on 2025-11-21 (Flight FL00267)
PA21030,Flew to Paris on 2025-11-21 (Flight FL00361)
PA21031,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA21032,Flew to Da Nang on 2025-11-19 (Flight FL00025)
PA21033,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA21034,Flew to Da Nang on 2025-11-21 (Flight FL00133)
PA21035,Flew to Melbourne on 2025-11-21 (Flight FL00143)
PA21036,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA21037,Flew to London on 2025-11-20 (Flight FL00002)
PA21038,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA21039,Flew to Paris on 2025-11-21 (Flight FL00227)
PA21040,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA21041,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA21042,Flew to Phu Quoc on 2025-11-21 (Flight FL00214)
PA21043,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA21044,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA21045,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA21046,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA21047,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA21048,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA21049,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA21050,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA21051,Flew to Phu Quoc on 2025-11-20 (Flight FL00051)
PA21052,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA21053,Flew to London on 2025-11-20 (Flight FL00002)
PA21054,Flew to Da Nang on 2025-11-21 (Flight FL00092)
PA21055,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA21056,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA21057,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA21058,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA21059,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA21060,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA21061,Flew to Dubai on 2025-11-21 (Flight FL00242)
PA21062,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA21063,Flew to Sydney on 2025-11-21 (Flight FL00004)
PA21064,Flew to Paris on 2025-11-21 (Flight FL00236)
PA21065,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA21066,Flew to Sydney on 2025-11-20 (Flight FL00003)
PA21067,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA21068,Flew to Paris on 2025-11-20 (Flight FL00042)
PA21069,Flew to Phu Quoc on 2025-11-21 (Flight FL00214)
PA21070,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA21071,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA21072,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA21073,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA21074,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA21075,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA21076,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA21077,Flew to London on 2025-11-21 (Flight FL00046)
PA21078,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA21079,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA21080,Flew to London on 2025-11-21 (Flight FL00116)
PA21081,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA21082,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA21083,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA21084,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA21085,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA21086,Flew to Paris on 2025-11-21 (Flight FL00086)
PA21087,Flew to Taipei on 2025-11-19 (Flight FL00185)
PA21088,Flew to Paris on 2025-11-20 (Flight FL00042)
PA21089,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA21090,Flew to Taipei on 2025-11-21 (Flight FL00109)
PA21091,Flew to London on 2025-11-21 (Flight FL00046)
PA21092,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA21093,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA21094,Flew to Da Nang on 2025-11-20 (Flight FL00090)
PA21095,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA21096,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA21097,Flew to London on 2025-11-21 (Flight FL00297)
PA21098,Flew to Paris on 2025-11-20 (Flight FL00122)
PA21099,Flew to Taipei on 2025-11-19 (Flight FL00185)
PA21100,Flew to Hanoi on 2025-11-20 (Flight FL00129)
PA21101,Flew to Melbourne on 2025-11-22 (Flight FL00393)
PA21102,Flew to Melbourne on 2025-11-21 (Flight FL00143)
PA21103,Flew to Singapore on 2025-11-19 (Flight FL00097)
PA21104,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA21105,Flew to London on 2025-11-21 (Flight FL00314)
PA21106,Flew to Da Nang on 2025-11-21 (Flight FL00092)
PA21107,Flew to Paris on 2025-11-20 (Flight FL00122)
PA21108,Flew to Phu Quoc on 2025-11-21 (Flight FL00214)
PA21109,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA21110,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA21111,Flew to Phu Quoc on 2025-11-21 (Flight FL00173)
PA21112,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA21113,Flew to Bangkok on 2025-11-21 (Flight FL00100)
PA21114,Flew to Paris on 2025-11-21 (Flight FL00289)
PA21115,Flew to Seoul on 2025-11-22 (Flight FL00307)
PA21116,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA21117,Flew to Seoul on 2025-11-20 (Flight FL00018)
PA21118,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA21119,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA21120,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA21121,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA21122,Flew to London on 2025-11-19 (Flight FL00137)
PA21123,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA21124,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA21125,Flew to Paris on 2025-11-21 (Flight FL00084)
PA21126,Flew to Tokyo on 2025-11-21 (Flight FL00054)
PA21127,Flew to Phu Quoc on 2025-11-20 (Flight FL00035)
PA21128,Flew to Hong Kong on 2025-11-20 (Flight FL00209)
PA21129,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA21130,Flew to London on 2025-11-20 (Flight FL00045)
PA21131,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA21132,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA21133,Flew to Seoul on 2025-11-21 (Flight FL00014)
PA21134,Flew to London on 2025-11-21 (Flight FL00135)
PA21135,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA21136,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA21137,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA21138,Flew to Phu Quoc on 2025-11-20 (Flight FL00057)
PA21139,Flew to Da Nang on 2025-11-21 (Flight FL00092)
PA21140,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA21141,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA21142,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA21143,Flew to Sydney on 2025-11-20 (Flight FL00003)
PA21144,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA21145,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA21146,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA21147,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA21148,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA21149,Flew to Phu Quoc on 2025-11-21 (Flight FL00260)
PA21150,Flew to Phu Quoc on 2025-11-20 (Flight FL00057)
PA21151,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA21152,Flew to Bangkok on 2025-11-21 (Flight FL00100)
PA21153,Flew to Phu Quoc on 2025-11-21 (Flight FL00108)
PA21154,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA21155,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA21156,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA21157,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA21158,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA21159,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA21160,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA21161,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA21162,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA21163,Flew to Hong Kong on 2025-11-20 (Flight FL00050)
PA21164,Flew to Bangkok on 2025-11-20 (Flight FL00162)
PA21165,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA21166,Flew to Paris on 2025-11-20 (Flight FL00042)
PA21167,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA21168,Flew to Phu Quoc on 2025-11-21 (Flight FL00260)
PA21169,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA21170,Flew to Taipei on 2025-11-21 (Flight FL00109)
PA21171,Flew to Paris on 2025-11-21 (Flight FL00084)
PA21172,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA21173,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA21174,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA21175,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA21176,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA21177,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA21178,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA21179,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA21180,Flew to Paris on 2025-11-20 (Flight FL00091)
PA21181,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA21182,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA21183,Flew to Phu Quoc on 2025-11-20 (Flight FL00051)
PA21184,Flew to Paris on 2025-11-21 (Flight FL00236)
PA21185,Flew to Taipei on 2025-11-20 (Flight FL00011)
PA21186,Flew to Tokyo on 2025-11-21 (Flight FL00054)
PA21187,Flew to London on 2025-11-21 (Flight FL00314)
PA21188,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA21189,Flew to Singapore on 2025-11-21 (Flight FL00157)
PA21190,Flew to Singapore on 2025-11-20 (Flight FL00172)
PA21191,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA21192,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA21193,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA21194,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA21195,Flew to Da Nang on 2025-11-20 (Flight FL00090)
PA21196,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA21197,Flew to London on 2025-11-21 (Flight FL00028)
PA21198,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA21199,Flew to London on 2025-11-21 (Flight FL00116)
PA21200,Flew to London on 2025-11-20 (Flight FL00131)
PA21201,Flew to Singapore on 2025-11-21 (Flight FL00078)
PA21202,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA21203,Flew to Paris on 2025-11-21 (Flight FL00086)
PA21204,Flew to Singapore on 2025-11-20 (Flight FL00172)
PA21205,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA21206,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA21207,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA21208,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA21209,Flew to London on 2025-11-20 (Flight FL00045)
PA21210,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA21211,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA21212,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA21213,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA21214,Flew to Tokyo on 2025-11-21 (Flight FL00054)
PA21215,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA21216,Flew to Bangkok on 2025-11-20 (Flight FL00186)
PA21217,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA21218,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA21219,Flew to Dubai on 2025-11-21 (Flight FL00149)
PA21220,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA21221,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA21222,Flew to London on 2025-11-21 (Flight FL00297)
PA21223,Flew to Sydney on 2025-11-21 (Flight FL00004)
PA21224,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA21225,Flew to Sydney on 2025-11-21 (Flight FL00004)
PA21226,Flew to Phu Quoc on 2025-11-21 (Flight FL00260)
PA21227,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA21228,Flew to London on 2025-11-21 (Flight FL00046)
PA21229,Flew to Melbourne on 2025-11-21 (Flight FL00228)
PA21230,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA21231,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA21232,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA21233,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA21234,Flew to Paris on 2025-11-21 (Flight FL00289)
PA21235,Flew to Paris on 2025-11-21 (Flight FL00361)
PA21236,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA21237,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA21238,Flew to Melbourne on 2025-11-21 (Flight FL00252)
PA21239,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA21240,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA21241,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA21242,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA21243,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA21244,Flew to Tokyo on 2025-11-21 (Flight FL00101)
PA21245,Flew to Taipei on 2025-11-20 (Flight FL00241)
PA21246,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA21247,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA21248,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA21249,Flew to London on 2025-11-21 (Flight FL00046)
PA21250,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA21251,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA21252,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA21253,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA21254,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA21255,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA21256,Flew to Paris on 2025-11-20 (Flight FL00273)
PA21257,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA21258,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA21259,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA21260,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA21261,Flew to London on 2025-11-20 (Flight FL00131)
PA21262,Flew to Sydney on 2025-11-21 (Flight FL00212)
PA21263,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA21264,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA21265,Flew to Bangkok on 2025-11-20 (Flight FL00162)
PA21266,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA21267,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA21268,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA21269,Flew to Hanoi on 2025-11-20 (Flight FL00099)
PA21270,Flew to Paris on 2025-11-21 (Flight FL00227)
PA21271,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA21272,Flew to Singapore on 2025-11-20 (Flight FL00115)
PA21273,Flew to Taipei on 2025-11-20 (Flight FL00011)
PA21274,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA21275,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA21276,Flew to Taipei on 2025-11-20 (Flight FL00241)
PA21277,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA21278,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA21279,Flew to London on 2025-11-21 (Flight FL00297)
PA21280,Flew to Melbourne on 2025-11-21 (Flight FL00385)
PA21281,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA21282,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA21283,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA21284,Flew to Hanoi on 2025-11-21 (Flight FL00251)
PA21285,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA21286,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA21287,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA21288,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA21289,Flew to Melbourne on 2025-11-21 (Flight FL00252)
